Distance_(inches),Gray_Value
0.000000,14.6667
0.003333,13.0196
0.006667,16.2549
0.010000,20.8996
0.013333,18.0900
0.016667,18.1234
0.020000,17.1133
0.023333,16.8582
0.026667,19.3331
0.030000,20.3005
0.033333,23.2745
0.036667,21.8231
0.040000,22.1900
0.043333,21.9456
0.046667,20.6078
0.050000,20.3333
0.053333,21.1133
0.056667,21.9333
0.060000,20.6863
0.063333,19.6513
0.066667,19.8881
0.070000,18.2505
0.073333,19.3405
0.076667,20.4510
0.080000,20.1138
0.083333,20.1315
0.086667,19.2064
0.090000,16.9462
0.093333,19.4299
0.096667,18.9433
0.100000,18.5392
0.103333,17.9982
0.106667,17.9205
0.110000,16.2228
0.113333,19.4467
0.116667,20.7451
0.120000,20.7911
0.123333,21.2844
0.126667,20.7103
0.130000,20.3333
0.133333,18.2157
0.136667,16.3995
0.140000,17.0128
0.143333,17.7421
0.146667,17.9839
0.150000,17.2780
0.153333,17.1860
0.156667,17.1220
0.160000,17.2453
0.163333,16.3559
0.166667,16.5392
0.170000,17.1467
0.173333,16.8529
0.176667,17.1352
0.180000,16.8254
0.183333,16.5063
0.186667,16.4702
0.190000,14.8113
0.193333,15.1867
0.196667,15.7146
0.200000,15.5461
0.203333,16.6789
0.206667,15.0540
0.210000,16.4351
0.213333,16.0645
0.216667,14.9666
0.220000,14.3401
0.223333,13.7130
0.226667,15.9000
0.230000,14.8867
0.233333,14.1275
0.236667,14.0607
0.240000,14.5512
0.243333,14.1783
0.246667,14.5005
0.250000,13.2191
0.253333,13.0186
0.256667,13.3167
0.260000,14.6667
0.263333,14.6279
0.266667,13.9746
0.270000,14.7017
0.273333,15.2255
0.276667,15.0480
0.280000,15.0522
0.283333,16.3333
