"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000133433.11",14.9988073075086,0.000505398613649287,0.111199453338499,0.979743126519593,NA
"ENSG00000223878.1",14.9988073075086,0.000505398613649287,0.111199453338499,0.979743126519593,NA
"ENSG00000170265.12",866.344178681837,0.00148802974535037,0.080251681865225,0.97977016937519,0.996653586969389
"ENSG00000267213.4",188.451249669258,0.00121488743842204,0.100477025101739,0.979808461944827,0.996653586969389
"ENSG00000166171.13",797.088039927862,0.00153558177207792,0.0824983730988997,0.979808630476442,0.996653586969389
"ENSG00000160325.15",53.318036042133,-0.000769028379062609,0.107510636638976,0.979823877501218,0.996653586969389
"ENSG00000204196.5",36.2376060531668,-0.000629888286147134,0.109077908320252,0.979836770808208,NA
"ENSG00000229117.9",1591.09197034047,-0.00133981678798096,0.0723051387982344,0.979838703773647,0.996653586969389
"ENSG00000257105.1",20.1271595852997,0.000637725620189466,0.110639458137848,0.979962050599064,NA
"ENSG00000259479.6",217.277263829879,-0.00114789747269091,0.0977828966316087,0.979963657822665,0.996722506345518
"ENSG00000259664.3",14.2199016946621,-0.000394287198783724,0.111172795009502,0.980000830550531,NA
"ENSG00000272009.1",49.3009874213198,-0.00070416644486759,0.10790518143767,0.980014015620129,NA
"ENSG00000273682.1",16.2312401287782,-0.000427393457356884,0.110939122757886,0.980033399438928,NA
"ENSG00000227039.6",5.31605082117912,-0.000234995492643325,0.112110823392882,0.980061730560657,NA
"ENSG00000253536.1",23.9576341040021,0.000621269424847979,0.110266491849446,0.980100666528924,NA
"ENSG00000233694.6",6.92992511445898,0.000352011242177513,0.11189347046393,0.980182369560033,NA
"ENSG00000274105.1",44.7948377027636,-0.000669137868302623,0.108286199084026,0.980205927675931,NA
"ENSG00000285723.1",44.7929616202906,-0.000667593121813443,0.108307584315421,0.980210733015141,NA
"ENSG00000269177.1",17.2359713045997,-0.000432405907047273,0.110839907003317,0.980243725981852,NA
"ENSG00000274363.1",39.4963501295029,-0.000624130103774212,0.108848901296811,0.980248119183417,NA
"ENSG00000232824.1",14.6716274140139,0.000495509715235148,0.111113341409835,0.980312671779954,NA
"ENSG00000143110.12",11.3302539930546,0.000446585838922957,0.111458272701293,0.980312803475337,NA
"ENSG00000239840.1",3.53432741168495,0.000250047587438716,0.112241996349823,0.980320465959772,NA
"ENSG00000241458.1",3.53432741168495,0.000250047587438716,0.112241996349823,0.980320465959772,NA
"ENSG00000278483.1",3.53432741168495,0.000250047587438716,0.112241996349823,0.980320465959772,NA
"ENSG00000288686.2",3.53432741168495,0.000250047587438716,0.112241996349823,0.980320465959772,NA
"ENSG00000237181.1",22.1751217566112,-0.000468062756496738,0.11050398389916,0.980394720657428,NA
"ENSG00000100162.15",120.527327899743,-0.000960490443185208,0.102812484159365,0.980558352359167,0.997146429746751
"ENSG00000260923.7",395.613613769618,0.00137170863197955,0.0921273962880929,0.980602065529919,0.997146429746751
"ENSG00000259375.1",81.9882060972748,-0.000848250084958021,0.105332651176867,0.98061416365189,0.997146429746751
"ENSG00000273820.2",16.7334379649987,0.000516373703175201,0.110906888712358,0.980664508328343,NA
"ENSG00000198826.11",849.413152906769,-0.0013089097750142,0.0805792312244688,0.980666502758789,0.997146429746751
"ENSG00000180245.7",98.4595242244506,-0.000705563156713945,0.106404575114423,0.980666562205889,0.997146429746751
"ENSG00000134588.12",7.69198182388202,0.000354229676691074,0.111847414632841,0.980687050961626,NA
