"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000205277.10",470.239576896514,4.3298411676572,0.21885442525009,4.78599429415335e-88,8.90912837856647e-84
"ENSG00000203721.7",649.097228442047,2.44685522397161,0.174292086889748,3.91162895353936e-46,3.64074864850676e-42
"ENSG00000214279.13",517.304676623779,2.03592616660646,0.182767744934477,3.79113732009563e-30,2.35240070711934e-26
"ENSG00000052802.13",758.146408708199,1.59120646597518,0.144065310177463,1.24718461910329e-29,5.80408542115194e-26
"ENSG00000127528.6",437.39478632922,-1.82097847577931,0.180270528894914,3.19883595076718e-25,1.19092662447062e-21
"ENSG00000188263.10",100.950865409465,5.63606202682786,0.569676187567228,2.2659206734567e-23,7.0300188893994e-20
"ENSG00000019186.10",502.127581290471,-1.77195856684063,0.184532831687867,3.44079651558226e-23,9.15006101965196e-20
"ENSG00000230623.6",1136.13377280549,1.30150663803348,0.13738070578944,1.41012615863969e-22,3.28118730538473e-19
"ENSG00000153234.15",905.849195202568,-1.52042470004383,0.161915234170327,2.77315016904397e-22,5.73579893297262e-19
"ENSG00000255557.1",235.807971985787,1.93381639956355,0.220987555291061,1.05777552532358e-19,1.96904914038984e-16
"ENSG00000112972.15",956.3748114247,1.20171180053922,0.137635419089372,1.38942057941879e-19,2.35127855326189e-16
"ENSG00000130649.10",165.487982764254,2.22843387193343,0.257588779017417,2.81083142006901e-19,4.36030224038206e-16
"ENSG00000203727.4",1664.43529700818,-1.07516977088089,0.125004033361088,4.22616487024572e-19,6.05154300458647e-16
"ENSG00000285864.1",230.897833407585,1.90322626226595,0.227428329613654,2.82462209870549e-18,3.75573859767162e-15
"ENSG00000185630.19",302.718886059352,-1.65464991834868,0.199259079864137,5.05444605025636e-18,6.27256754836814e-15
"ENSG00000104549.12",697.334575777036,1.20645516265875,0.147187741743784,1.33755425694392e-17,1.55616078081319e-14
"ENSG00000229153.5",106.707583493846,2.56719699406167,0.320446415539958,6.41609649082179e-17,7.02562565744986e-14
"ENSG00000187231.14",1098.39816343616,-1.05562883452532,0.138446797574914,1.29126674878435e-15,1.33538502936781e-12
"ENSG00000227681.5",1242.97385196496,-1.06946892609125,0.142031481530227,2.63421910495436e-15,2.58084150730134e-12
"ENSG00000135318.12",3351.85601090289,0.856035073931459,0.116629632069306,1.25447683201999e-14,1.16760431140261e-11
"ENSG00000157216.16",1546.13688259975,-0.992912446051233,0.135674185763156,1.36468099139747e-14,1.20969222166019e-11
"ENSG00000079459.13",1075.22705562234,1.13182003823162,0.158086219592073,4.48673399508812e-14,3.79638878720752e-11
"ENSG00000179603.18",306.064792059706,1.41052817691639,0.199009702803092,6.77179189965453e-14,5.48073505269866e-11
"ENSG00000170456.16",3238.68900272059,-0.804730986087596,0.115927290126179,2.31508974563874e-13,1.79564148396105e-10
"ENSG00000108556.10",367.076769617433,1.25929242502571,0.183853704354463,3.80064245245866e-13,2.82995837010072e-10
"ENSG00000015520.15",46.3461738053677,4.24842391826384,0.611347802410393,5.30735893528929e-13,3.79986486847731e-10
"ENSG00000124496.12",1655.05952344924,-0.865213008065276,0.128757995941336,1.04954273357356e-12,7.23601406869328e-10
"ENSG00000174501.14",2953.14794728857,-0.83539228456215,0.125670103796402,1.70738177868181e-12,1.13510399322007e-09
"ENSG00000118922.18",1371.68307156588,-0.90083861575703,0.136245600921983,2.08979159078667e-12,1.34143001594807e-09
"ENSG00000169181.13",231.054433938652,1.41107516916502,0.216124842322755,3.36746510641347e-12,2.08951209852956e-09
"ENSG00000273734.1",851.784686299017,0.90887898476051,0.139772326148678,4.47833307722027e-12,2.68916678169211e-09
"ENSG00000157445.15",486.656941100824,-1.09592608127042,0.171569060801414,8.54457223878112e-12,4.95568119541498e-09
"ENSG00000067798.16",1564.63376195916,0.950893067837481,0.148458920906417,8.78525272353984e-12,4.95568119541498e-09
"ENSG00000245648.2",265.242111861324,-1.3004463991963,0.207456690534926,1.77317811054995e-11,9.70815015526097e-09
"ENSG00000060558.4",39.0986384857929,4.12443482028151,0.65614808958653,3.83916051357428e-11,2.04188494171958e-08
"ENSG00000054654.19",2580.25384428526,-0.814300500962707,0.133585500393023,6.25658178795962e-11,3.23517416619079e-08
"ENSG00000186642.16",290.276935414778,1.19779308589657,0.198070224647971,7.47484972166214e-11,3.76065750185786e-08
"ENSG00000158813.18",609.453928444393,-0.947320900023594,0.156932660216863,8.4819417832626e-11,4.15503542882719e-08
"ENSG00000137501.17",1301.19904043761,-0.841347002063662,0.139658340591817,9.80209305565502e-11,4.67861441617995e-08
"ENSG00000171843.17",890.428186336243,-0.937055261660113,0.157112126276465,1.2995353512128e-10,6.04771264070658e-08
"ENSG00000266850.1",637.368594415215,-0.900755833154781,0.15273477360941,2.01575971352164e-10,9.15204074809884e-08
"ENSG00000085465.13",160.86853402553,1.49486569729169,0.254787596211501,2.13800854523725e-10,9.47595930228365e-08
"ENSG00000150672.18",586.851522327,-0.95138968903692,0.162237551590949,2.35231009959172e-10,1.01833145357907e-07
"ENSG00000273356.1",35.1702330772076,4.39200315906953,0.72403806670917,2.39171205634423e-10,NA
"ENSG00000135929.9",131.338115027137,1.65664827119058,0.283619208341562,2.47939711590675e-10,1.03074745698602e-07
"ENSG00000104823.9",798.171959620566,-0.961525839943641,0.163976617410201,2.49173438433364e-10,1.03074745698602e-07
"ENSG00000285867.1",299.864166639653,1.168545164303,0.204633622051969,5.85923267117021e-10,2.34144233477119e-07
"ENSG00000118523.6",647.203713730928,0.949085692287496,0.166106660847006,5.91178027044028e-10,2.34144233477119e-07
