Geneid	control_1	control_2	SRRM2depl_1	SRRM2depl_2	SONdepl_1	SONdepl_2	doubledepl_1	doubledepl_2
ENSG00000237667.6	0	2	4	6	4	0	0	4
ENSG00000228799.5	0	0	0	0	0	0	0	0
ENSG00000234796.1	0	0	0	2	0	0	0	0
ENSG00000235688.2	0	0	0	0	0	0	0	0
ENSG00000172554.11	12	16	12	10	16	14	4	6
ENSG00000235403.1	0	0	0	0	0	0	0	0
ENSG00000236665.1	0	0	0	0	0	0	0	0
ENSG00000233553.1	0	0	0	0	0	0	0	0
ENSG00000231482.3	0	2	0	0	0	0	0	0
ENSG00000115705.21	0	0	0	0	0	0	0	0
ENSG00000228613.1	12	16	12	14	16	8	18	12
ENSG00000283766.1	0	0	0	0	0	0	0	0
ENSG00000203635.2	4	2	1	8	9	4	5	13
ENSG00000130508.10	898	600	531	774	888	520	668	642
ENSG00000186487.19	0	6	6	8	8	2	4	10
ENSG00000284600.1	0	0	0	0	0	0	0	0
ENSG00000232057.1	0	0	0	0	0	0	0	0
ENSG00000225619.1	0	0	0	0	0	0	0	0
ENSG00000234929.1	4	2	0	6	4	4	2	2
ENSG00000227364.1	0	0	0	0	0	0	0	0
ENSG00000237720.1	0	2	0	0	0	0	0	0
ENSG00000228391.1	0	0	0	2	0	0	0	0
ENSG00000234423.1	436	434	286	337	106	116	126	90
ENSG00000236760.1	200	160	122	175	72	87	84	53
ENSG00000226649.1	31	26	20	35	10	8	18	12
ENSG00000032389.12	7773	5980	5662	8123	6444	5023	5835	5779
ENSG00000224885.1	0	0	0	0	0	0	0	0
ENSG00000171853.15	3476	3017	2699	3916	3148	2544	3475	3082
ENSG00000225234.1	0	0	0	0	0	0	0	0
ENSG00000271868.1	9	2	11	4	4	3	7	8
ENSG00000182551.13	521	473	436	631	591	483	412	449
ENSG00000235078.1	41	6	15	27	19	14	26	13
ENSG00000242282.6	5	1	0	0	3	0	0	5
ENSG00000255767.1	437	376	371	475	599	354	455	488
ENSG00000171865.9	1162	859	842	1121	1023	761	890	901
ENSG00000234171.2	114	120	66	103	121	69	72	75
ENSG00000171863.14	4844	3660	3788	5859	6117	3272	3637	3823
ENSG00000118004.17	52	38	29	77	42	30	46	42
ENSG00000237370.1	0	0	0	0	0	0	0	0
ENSG00000188765.7	0	0	0	0	0	0	0	0
ENSG00000151360.9	16	18	13	16	16	8	8	18
ENSG00000232718.1	0	0	0	0	0	0	0	0
ENSG00000224661.1	0	0	0	0	0	0	0	0
ENSG00000214866.8	8	6	12	14	4	2	18	8
ENSG00000237401.6	0	0	0	0	2	0	2	0
ENSG00000229550.1	0	0	0	0	0	0	0	0
ENSG00000231821.1	0	0	0	0	0	0	0	0
ENSG00000231532.5	4	4	2	2	0	4	6	4
ENSG00000252238.1	0	0	0	0	0	0	0	0
ENSG00000207192.1	0	0	0	0	0	0	0	0
ENSG00000228585.1	0	0	0	0	0	0	0	0
ENSG00000232835.1	0	0	0	0	0	0	0	0
ENSG00000224128.1	0	0	0	0	0	0	0	0
ENSG00000230090.5	0	0	0	0	0	0	0	0
ENSG00000176887.6	0	0	0	0	0	0	0	0
ENSG00000242540.2	0	0	0	0	0	0	0	0
ENSG00000236106.1	0	0	0	0	0	0	0	0
ENSG00000237266.1	0	0	0	0	0	0	0	0
ENSG00000232044.6	0	0	0	0	0	0	0	0
ENSG00000276733.1	0	0	0	0	0	0	0	0
ENSG00000234275.2	0	0	0	0	0	2	0	0
ENSG00000227007.1	0	0	0	0	0	0	0	0
ENSG00000231610.1	0	0	0	0	0	0	0	0
ENSG00000226488.1	0	0	0	0	0	0	0	0
ENSG00000236172.6	0	0	0	2	0	0	0	0
ENSG00000283394.1	0	0	0	0	0	0	0	0
ENSG00000205837.7	0	0	0	0	0	0	0	0
ENSG00000225964.5	0	2	0	2	2	0	0	2
ENSG00000134326.11	30	28	22	22	12	18	22	16
ENSG00000134321.11	30	24	16	42	18	10	16	24
ENSG00000271947.1	0	0	0	0	0	0	0	0
ENSG00000228203.6	0	0	0	0	0	0	2	0
ENSG00000151692.14	2442	2051	1620	2111	1623	1423	1827	1734
ENSG00000223884.6	42	55	55	95	35	32	35	47
ENSG00000223145.1	0	3	0	4	0	0	0	0
ENSG00000272002.1	0	1	3	0	0	0	0	2
ENSG00000213774.3	0	0	0	0	0	0	0	0
ENSG00000229727.6	0	0	0	0	0	4	0	2
ENSG00000221255.1	0	0	0	0	0	0	0	0
ENSG00000230515.1	0	0	0	0	0	0	0	0
ENSG00000235576.1	0	0	0	0	0	0	0	0
ENSG00000232979.1	0	0	0	0	0	0	0	0
ENSG00000229405.1	0	0	0	0	0	0	0	0
ENSG00000226506.5	0	2	0	0	0	2	2	2
ENSG00000235665.5	2	4	0	2	6	4	0	2
ENSG00000236790.5	26	28	14	24	40	28	43	38
ENSG00000229740.1	0	0	0	0	0	0	0	0
ENSG00000285591.1	14	8	12	8	4	2	10	12
ENSG00000236008.2	42	46	26	40	28	26	26	58
ENSG00000231083.1	26	26	26	36	88	44	76	80
ENSG00000225642.1	0	0	0	0	0	0	0	0
ENSG00000235092.5	54	28	24	34	27	22	30	28
ENSG00000115738.9	823	742	291	429	824	440	360	441
ENSG00000134313.15	2763	2318	2509	3050	2294	1767	2176	2078
ENSG00000143797.11	1112	869	823	1008	460	356	505	476
ENSG00000230886.3	0	0	0	0	0	0	0	0
ENSG00000223640.1	0	0	0	0	0	0	0	0
ENSG00000242136.1	0	0	0	2	4	0	0	1
ENSG00000261104.1	0	2	0	0	2	2	2	2
ENSG00000244310.1	0	0	0	0	2	0	4	0
ENSG00000240980.1	2	0	0	0	2	0	2	0
ENSG00000151693.10	14442	10077	11829	16936	13616	10438	17048	16102
ENSG00000213772.3	0	0	0	0	0	0	0	0
ENSG00000119185.12	543	469	486	629	557	435	591	585
ENSG00000119203.13	1577	1322	1347	1861	1581	1091	1367	1264
ENSG00000134330.18	971	813	876	1174	897	786	880	805
ENSG00000151694.13	6198	4853	5626	7843	5983	4425	5261	5185
ENSG00000239300.5	0	0	0	0	0	0	0	0
ENSG00000271855.1	0	0	1	1	0	0	1	0
ENSG00000134308.13	8125	5897	6042	8423	7018	4981	5833	5628
ENSG00000207086.1	0	0	0	0	0	0	0	0
ENSG00000240687.1	0	0	0	1	0	0	0	0
ENSG00000244260.1	0	4	0	6	6	2	0	8
ENSG00000200034.1	0	0	0	0	0	0	0	0
ENSG00000240960.1	0	0	0	0	0	0	0	2
ENSG00000243491.1	4	2	11	10	2	4	4	0
ENSG00000115750.16	4569	3511	3447	4561	3679	2989	3629	3176
ENSG00000269973.1	121	104	100	111	104	46	132	106
ENSG00000134317.17	704	520	548	828	598	420	580	525
ENSG00000188525.3	23	15	14	24	8	6	18	21
ENSG00000260476.1	0	6	4	9	8	2	4	2
ENSG00000260077.1	0	4	0	3	2	0	2	4
ENSG00000172059.10	397	361	357	474	368	178	313	303
ENSG00000271787.1	1	1	0	2	1	0	1	0
ENSG00000205795.4	102	84	84	108	109	66	80	68
ENSG00000233502.1	0	2	5	4	10	1	1	0
ENSG00000212558.1	0	0	2	0	2	0	0	0
ENSG00000171848.14	176	136	115	146	160	117	120	133
ENSG00000284681.2	933	682	616	800	500	355	588	596
ENSG00000163009.9	206	212	150	218	146	154	178	183
ENSG00000206647.1	0	0	0	0	0	0	0	0
ENSG00000265418.1	0	0	0	0	0	0	0	0
ENSG00000264030.2	0	0	0	0	0	0	0	2
ENSG00000285872.1	70	46	32	60	96	52	48	54
ENSG00000206898.1	0	0	0	0	0	0	0	0
ENSG00000115756.12	8185	6283	6943	10277	6888	5630	8473	7699
ENSG00000115758.12	3215	2468	2172	3423	4741	2533	3204	3542
ENSG00000206633.1	0	0	0	0	0	0	0	0
ENSG00000257135.5	78	108	50	82	148	71	145	103
ENSG00000217258.2	26	20	24	44	28	26	37	38
ENSG00000115761.15	7525	5808	6354	8179	6630	5647	7274	6829
ENSG00000234818.1	0	0	0	0	0	0	0	0
ENSG00000243819.4	22	19	27	48	44	21	24	26
ENSG00000277446.1	0	0	0	0	0	0	0	0
ENSG00000236162.1	2	2	2	0	2	0	4	0
ENSG00000143882.11	529	384	318	524	450	289	384	399
ENSG00000239053.1	0	0	0	0	0	0	0	0
ENSG00000272275.1	0	0	0	0	0	0	0	0
ENSG00000143870.12	3153	2173	2631	3443	3216	2030	2562	2755
ENSG00000238962.1	0	0	0	0	0	0	0	0
ENSG00000232056.1	0	0	2	0	0	0	0	0
ENSG00000270488.1	0	0	0	0	0	2	0	0
ENSG00000271952.1	0	0	0	0	0	0	0	0
ENSG00000162975.4	0	2	0	4	4	2	4	0
ENSG00000226080.1	0	0	0	0	0	0	0	2
ENSG00000145063.14	20	4	10	20	14	6	8	14
ENSG00000150873.11	30	12	32	48	22	16	20	12
ENSG00000162976.12	590	477	459	618	562	399	583	599
ENSG00000134318.13	15494	11882	11968	16050	14106	11310	13914	13431
ENSG00000207267.1	0	0	0	0	0	0	0	0
ENSG00000230154.1	0	0	0	0	0	0	0	0
ENSG00000226961.3	0	0	0	0	0	0	0	0
ENSG00000230952.1	4	0	0	0	0	0	0	1
ENSG00000231403.1	0	2	0	0	0	0	0	0
ENSG00000224177.6	10	10	0	4	4	2	0	2
ENSG00000285569.1	86	50	35	80	60	34	40	16
ENSG00000169016.16	2393	1912	1907	2320	2001	1664	2280	1951
ENSG00000196208.13	467	377	377	449	540	488	644	620
ENSG00000201610.1	0	0	0	0	0	0	0	0
ENSG00000264010.1	0	0	0	0	0	0	0	0
ENSG00000251718.1	0	0	0	0	0	0	0	0
ENSG00000202248.1	0	0	0	0	0	0	0	0
ENSG00000285626.1	0	0	0	0	0	0	0	0
ENSG00000239899.3	0	0	0	0	0	0	0	0
ENSG00000169006.6	0	0	0	4	6	2	0	4
ENSG00000230044.1	0	0	0	0	0	0	0	0
ENSG00000276411.1	0	0	0	0	0	0	0	0
ENSG00000134324.11	1759	1231	1292	1695	1343	992	1501	1412
ENSG00000228496.1	0	0	0	0	0	0	0	0
ENSG00000203643.3	0	0	0	0	0	0	0	0
ENSG00000230790.2	0	0	0	0	0	0	0	0
ENSG00000265056.1	0	0	0	0	0	0	0	0
ENSG00000265172.1	0	0	0	0	0	0	0	0
ENSG00000224184.5	61	89	44	103	67	55	71	74
ENSG00000238503.1	0	0	0	0	0	0	0	0
ENSG00000264089.1	0	0	0	0	0	0	0	0
ENSG00000207183.1	0	0	0	0	0	0	0	0
ENSG00000223360.1	0	0	0	0	0	0	0	0
ENSG00000261117.1	8	4	6	31	12	1	3	12
ENSG00000071575.11	762	604	407	634	499	332	369	338
ENSG00000264370.1	0	0	0	0	0	0	0	0
ENSG00000225649.5	2	18	12	10	6	2	8	8
ENSG00000285876.1	4	9	20	20	40	8	12	14
ENSG00000229370.1	0	0	0	0	0	0	0	0
ENSG00000230448.5	30	25	2	6	18	6	0	0
ENSG00000227718.1	0	0	0	0	0	0	0	0
ENSG00000251859.1	0	0	0	0	0	0	0	0
ENSG00000237261.2	0	0	0	0	0	0	0	0
ENSG00000228505.5	4	0	0	2	0	4	2	0
ENSG00000162981.13	0	0	0	0	2	0	0	2
ENSG00000235127.1	18	10	4	10	3	4	0	0
ENSG00000151779.12	13632	10318	11168	14567	11610	9139	11308	10556
ENSG00000229087.1	0	0	0	0	0	0	0	0
ENSG00000234022.1	12	6	4	0	2	2	4	0
ENSG00000079785.14	3179	2589	2880	3762	3394	2356	3193	3017
ENSG00000224194.1	0	3	4	6	2	6	4	2
ENSG00000231031.6	2	0	2	0	0	0	0	0
ENSG00000237326.1	0	0	0	0	0	0	0	0
ENSG00000202160.1	0	0	0	0	0	0	0	0
ENSG00000214657.4	0	0	0	0	0	0	0	0
ENSG00000238371.1	0	0	0	0	0	0	0	0
ENSG00000223850.1	0	0	0	0	0	0	0	0
ENSG00000233718.7	0	0	0	0	0	0	0	0
ENSG00000134323.11	0	0	0	0	0	0	0	2
ENSG00000243541.3	0	0	0	0	0	0	0	0
ENSG00000226764.2	0	0	0	2	0	0	0	2
ENSG00000236289.2	0	0	0	0	0	0	0	0
ENSG00000236989.5	0	2	0	0	2	0	0	2
ENSG00000271315.1	0	0	0	0	0	0	0	0
ENSG00000251704.1	0	0	0	0	0	0	0	0
ENSG00000226041.1	0	0	0	0	0	0	0	0
ENSG00000228876.3	0	4	2	4	4	0	0	4
ENSG00000231266.1	0	0	0	0	0	0	0	0
ENSG00000285354.1	0	0	0	0	0	0	0	0
ENSG00000232444.1	0	0	0	0	0	0	0	0
ENSG00000224400.5	0	0	0	2	2	0	0	0
ENSG00000237633.3	12	9	20	12	6	4	14	14
ENSG00000279663.2	0	0	0	0	0	0	0	0
ENSG00000197872.11	564	465	430	596	444	336	364	369
ENSG00000223536.5	4	4	0	14	6	2	2	4
ENSG00000224604.1	0	0	0	0	0	0	0	0
ENSG00000237670.1	0	0	0	0	0	0	0	0
ENSG00000222842.1	0	0	0	0	0	0	0	0
ENSG00000214843.3	0	0	0	0	0	0	0	0
ENSG00000236348.1	0	0	0	0	0	0	0	0
ENSG00000214842.5	22	12	16	35	18	8	18	26
ENSG00000163032.11	4789	3895	2819	3871	2877	2333	2220	2138
ENSG00000163029.15	3445	2813	2763	3544	3135	2305	2885	2587
ENSG00000178295.14	0	0	0	0	0	0	0	0
ENSG00000151379.3	0	0	0	0	0	0	0	0
ENSG00000170745.11	284	206	189	264	144	94	122	140
ENSG00000212455.1	0	0	0	0	0	0	0	0
ENSG00000260331.1	0	0	0	0	2	0	0	0
ENSG00000240857.1	85	94	40	95	116	44	66	90
ENSG00000250741.6	0	14	12	8	10	6	6	4
ENSG00000185013.16	0	0	0	0	0	0	0	0
ENSG00000207170.1	0	0	0	0	0	0	0	0
ENSG00000224626.1	3	1	5	2	6	2	0	4
ENSG00000236204.6	2818	2442	2650	3358	3508	2797	4368	3858
ENSG00000266738.1	0	0	0	2	0	0	0	0
ENSG00000143867.6	4	22	6	10	18	6	10	10
ENSG00000234597.1	6	6	4	2	7	2	6	8
ENSG00000237992.2	78	62	28	94	86	38	90	96
ENSG00000235911.1	6	2	0	2	2	0	0	0
ENSG00000213403.2	1	0	0	0	0	0	0	0
ENSG00000228784.8	32	30	13	14	22	32	24	26
ENSG00000183891.5	156	190	167	224	214	165	185	135
ENSG00000271991.1	29	5	18	29	13	13	16	6
ENSG00000118965.14	4216	3696	3517	4744	4462	3699	4370	4123
ENSG00000227210.1	4	6	0	4	8	6	6	0
ENSG00000132031.12	0	0	0	4	4	1	4	0
ENSG00000068697.6	1165	733	894	1353	1258	601	699	793
ENSG00000223734.2	20	14	12	32	28	10	34	28
ENSG00000234378.1	6	2	2	2	2	0	4	2
ENSG00000213729.3	0	0	0	0	0	0	0	0
ENSG00000266059.2	0	0	0	0	0	0	0	0
ENSG00000200763.1	0	0	0	0	0	0	0	0
ENSG00000115884.10	236	222	178	324	264	211	252	278
ENSG00000235411.1	19	6	6	2	9	14	4	9
ENSG00000238735.1	21	13	8	34	28	8	15	14
ENSG00000055917.15	18539	14910	15370	20323	16886	13369	16337	15150
ENSG00000232800.1	0	0	2	0	2	0	2	0
ENSG00000212171.1	0	0	0	0	0	0	0	0
ENSG00000143878.9	4062	3832	2013	3066	2285	1064	1243	1277
ENSG00000228950.1	58	21	34	41	11	4	6	6
ENSG00000200829.1	0	0	0	0	0	0	0	0
ENSG00000227047.1	0	0	0	0	0	0	0	0
ENSG00000279307.2	0	2	0	0	2	0	3	4
ENSG00000118960.12	626	506	364	591	701	444	608	499
ENSG00000269976.1	0	0	0	0	0	0	0	0
ENSG00000231948.2	0	0	0	0	0	0	0	0
ENSG00000233416.1	0	0	0	0	0	0	0	0
ENSG00000143869.6	172	133	98	151	166	159	151	164
ENSG00000270100.1	0	0	0	0	0	0	0	0
ENSG00000118961.14	6680	5211	4990	6827	6532	4771	6197	5834
ENSG00000236436.1	0	0	0	0	0	0	0	0
ENSG00000261012.2	0	0	0	0	0	0	0	0
ENSG00000084674.14	0	0	0	0	2	0	0	0
ENSG00000280390.1	0	0	0	0	0	0	0	0
ENSG00000218819.4	0	0	0	0	0	0	0	0
ENSG00000271629.1	0	0	0	0	0	0	0	0
ENSG00000233005.1	2	4	2	4	14	6	14	16
ENSG00000231204.6	0	0	0	0	0	0	0	0
ENSG00000270654.1	0	0	0	0	0	0	0	0
ENSG00000235537.2	0	0	0	0	0	0	0	0
ENSG00000228538.6	0	0	0	0	0	0	0	0
ENSG00000229621.1	0	0	0	0	0	0	0	0
ENSG00000264192.1	0	0	0	0	0	0	0	0
ENSG00000228999.3	4	6	4	4	4	2	2	2
ENSG00000223691.1	0	0	0	0	0	0	0	0
ENSG00000234189.1	0	0	0	0	0	0	0	0
ENSG00000206882.1	0	0	0	0	0	0	0	0
ENSG00000234207.1	0	0	0	0	0	0	0	0
ENSG00000233587.1	0	0	0	0	0	0	0	0
ENSG00000222616.1	0	0	0	0	0	0	0	0
ENSG00000232451.1	2	8	18	24	18	12	14	10
ENSG00000223530.1	0	0	0	0	2	0	0	0
ENSG00000233714.1	0	2	0	4	0	0	0	0
ENSG00000223634.1	0	1	2	4	0	0	4	0
ENSG00000235497.5	76	42	56	58	71	38	48	58
ENSG00000119771.14	18174	14046	14607	19849	15172	12658	16215	15197
ENSG00000224361.1	0	0	0	0	0	0	0	0
ENSG00000279526.1	0	0	0	0	0	0	0	0
ENSG00000283031.1	0	0	0	0	0	0	0	0
ENSG00000119778.14	5967	4551	5060	6600	4969	3901	5117	4748
ENSG00000224464.2	0	0	0	0	0	0	0	0
ENSG00000238111.1	0	0	0	0	0	0	0	0
ENSG00000173960.13	1545	1316	1354	1823	1471	984	1187	1200
ENSG00000234946.1	0	0	0	0	0	0	0	0
ENSG00000243847.3	0	0	0	0	0	0	0	0
ENSG00000205639.10	167	133	153	169	142	87	137	103
ENSG00000163026.11	0	0	0	0	0	0	0	0
ENSG00000222940.1	0	0	0	0	0	0	0	0
ENSG00000119782.13	0	4	0	9	9	0	6	1
ENSG00000115128.6	1673	1270	1329	1996	2145	1260	1548	1577
ENSG00000219626.8	382	287	307	467	306	240	266	270
ENSG00000115129.13	0	0	0	0	0	0	0	0
ENSG00000176732.6	0	0	0	0	0	0	0	0
ENSG00000276087.2	0	0	0	0	0	0	0	0
ENSG00000232642.1	0	0	0	0	0	0	0	0
ENSG00000186453.12	24	28	17	26	14	13	23	6
ENSG00000223754.1	8	0	7	11	0	3	4	2
ENSG00000198399.14	6735	4669	5261	7199	5601	4152	5153	5108
ENSG00000242628.5	0	0	0	0	0	0	0	0
ENSG00000251805.1	0	0	0	0	0	0	0	0
ENSG00000232963.1	0	0	0	0	0	0	0	0
ENSG00000233747.1	0	0	0	0	0	0	0	0
ENSG00000084676.15	5930	4581	4917	6183	4778	3584	4232	3958
ENSG00000202430.1	0	0	0	0	0	0	0	0
ENSG00000206732.1	0	0	0	0	0	0	0	0
ENSG00000184924.5	62	46	45	80	98	44	71	61
ENSG00000138092.10	1056	828	806	1079	875	760	994	918
ENSG00000138031.14	2471	1882	1594	2338	1894	1591	2125	1967
ENSG00000271936.1	0	0	0	0	0	0	0	0
ENSG00000115137.11	547	514	440	552	453	388	438	400
ENSG00000237953.1	0	0	0	0	0	0	0	0
ENSG00000202479.1	0	0	0	0	0	0	0	0
ENSG00000224165.5	378	320	308	495	429	388	477	406
ENSG00000207069.1	0	0	0	0	0	0	0	0
ENSG00000084710.13	63	64	20	53	57	38	42	39
ENSG00000276653.1	0	0	0	0	0	0	0	0
ENSG00000229593.1	0	0	0	0	0	0	0	0
ENSG00000115138.10	0	0	0	2	4	4	0	0
ENSG00000230452.1	5	0	0	0	9	4	2	4
ENSG00000119772.16	2890	2361	1981	2965	2322	1838	2340	2167
ENSG00000221445.3	0	0	0	0	0	0	0	0
ENSG00000235072.2	105	111	72	104	82	52	70	63
ENSG00000138101.18	6466	4897	4649	6057	4829	3888	4410	4148
ENSG00000224220.1	0	0	0	0	0	0	0	0
ENSG00000201160.1	1	0	0	0	0	0	0	0
ENSG00000143970.16	7415	5694	5879	7933	5501	4377	4975	4868
ENSG00000187536.4	0	0	0	0	0	0	0	0
ENSG00000217643.1	0	0	0	0	0	0	0	0
ENSG00000218682.1	0	0	0	0	0	0	0	0
ENSG00000217718.1	0	2	0	0	0	0	0	2
ENSG00000084731.14	154	126	99	116	68	54	65	62
ENSG00000237629.1	0	0	0	0	0	0	0	0
ENSG00000268412.2	0	0	2	0	1	0	0	0
ENSG00000084733.10	13133	9958	10617	14961	11606	9320	11394	10542
ENSG00000199872.1	0	0	0	0	0	0	0	0
ENSG00000235440.1	0	0	0	0	0	0	0	0
ENSG00000231655.1	27	33	26	60	31	34	41	20
ENSG00000214465.3	10	8	12	12	15	1	7	8
ENSG00000227133.1	0	2	2	5	0	0	6	0
ENSG00000237951.1	0	0	0	2	4	2	0	0
ENSG00000157833.12	171	176	148	186	211	131	162	190
ENSG00000084754.11	2304	1876	2045	2919	2141	1485	1668	1629
ENSG00000138029.13	1634	1313	1375	1947	1311	870	1048	964
ENSG00000173567.14	0	0	2	0	0	2	1	0
ENSG00000138018.17	5036	4176	4358	5980	5133	3789	4540	4549
ENSG00000157856.11	70	71	30	70	111	77	113	117
ENSG00000115155.17	10	12	10	18	18	3	17	12
ENSG00000173557.14	64	84	48	86	102	75	142	86
ENSG00000157884.10	38	29	32	30	52	24	44	72
ENSG00000225378.1	0	0	0	0	0	0	0	0
ENSG00000225024.1	0	0	0	0	0	0	0	0
ENSG00000171303.6	60	30	58	82	72	38	71	34
ENSG00000213699.8	0	0	0	0	0	0	0	0
ENSG00000115163.14	666	524	609	849	839	534	842	843
ENSG00000145835.6	0	0	0	0	0	0	0	0
ENSG00000157851.16	406	365	223	400	226	170	170	174
ENSG00000230286.1	156	101	122	269	540	168	198	271
ENSG00000084764.11	386	339	268	398	354	257	275	237
ENSG00000205500.8	0	0	0	0	0	0	0	0
ENSG00000119777.19	401	411	391	510	504	358	438	382
ENSG00000084693.15	1493	1345	1209	1979	1736	1129	1454	1451
ENSG00000231636.1	0	0	0	0	0	0	0	0
ENSG00000272056.1	0	0	0	0	0	0	0	0
ENSG00000229122.1	0	0	0	0	0	0	0	0
ENSG00000272148.1	0	0	0	0	0	0	0	0
ENSG00000228474.5	94	97	87	148	189	76	103	104
ENSG00000138080.13	4	8	8	28	10	11	8	16
ENSG00000138030.12	58	25	44	35	62	27	54	49
ENSG00000138028.15	105	116	120	172	126	132	158	143
ENSG00000143994.13	105	106	116	232	227	126	214	162
ENSG00000138073.13	139	140	126	193	220	134	111	142
ENSG00000186143.11	0	0	0	0	0	0	0	0
ENSG00000163792.6	0	0	0	0	0	0	0	0
ENSG00000236099.1	0	0	0	0	0	0	0	0
ENSG00000138074.14	516	401	360	581	492	336	401	435
ENSG00000138085.16	165	187	170	287	361	154	250	249
ENSG00000084774.13	1550	1372	1293	1824	1359	1090	1462	1249
ENSG00000115194.10	141	101	119	172	139	71	101	81
ENSG00000163793.12	29	41	29	42	18	8	12	20
ENSG00000138100.13	106	77	83	121	67	74	80	78
ENSG00000163794.6	1	0	0	0	7	1	2	0
ENSG00000115204.14	413	399	345	583	522	332	453	436
ENSG00000115207.13	1412	1324	1193	1673	1373	954	1216	1113
ENSG00000234945.7	0	0	0	0	0	0	0	0
ENSG00000234072.1	362	310	276	397	332	215	220	301
ENSG00000115211.15	116	100	104	168	184	118	117	167
ENSG00000115234.10	416	361	383	502	444	269	398	324
ENSG00000163795.13	154	122	143	249	191	130	202	215
ENSG00000115241.10	2514	1820	1919	2693	2036	1343	1452	1517
ENSG00000213453.3	0	0	0	0	0	0	0	0
ENSG00000115216.13	795	703	672	1015	794	493	582	549
ENSG00000157992.12	62	66	58	82	66	27	64	50
ENSG00000138002.14	457	347	376	489	600	373	582	561
ENSG00000235267.1	0	0	0	0	0	0	0	0
ENSG00000200003.1	0	0	0	0	0	0	0	0
ENSG00000115226.9	10	6	6	11	14	4	14	8
ENSG00000084734.8	2	2	6	10	6	8	8	6
ENSG00000221843.4	140	98	71	120	148	107	70	122
ENSG00000243943.9	0	0	0	0	0	1	0	2
ENSG00000259080.1	173	75	158	215	155	99	182	166
ENSG00000176714.9	0	0	0	0	0	0	0	0
ENSG00000198522.13	607	469	535	761	627	434	568	494
ENSG00000206731.1	0	0	0	0	0	0	0	0
ENSG00000119760.15	797	649	602	1000	784	533	697	760
ENSG00000163798.13	762	618	745	947	888	633	695	733
ENSG00000205334.2	54	68	53	66	43	68	41	54
ENSG00000243147.7	1305	871	996	1416	1136	759	1017	936
ENSG00000171174.14	0	0	0	0	0	0	0	0
ENSG00000158019.20	18855	13825	15602	20568	14457	11877	14506	13829
ENSG00000270846.1	0	0	0	0	0	0	0	0
ENSG00000265321.1	0	0	0	0	0	0	0	0
ENSG00000270528.1	0	0	0	0	0	0	0	0
ENSG00000277035.1	0	0	0	0	0	0	0	0
ENSG00000223522.1	0	0	0	0	0	0	0	0
ENSG00000225991.1	0	0	0	0	0	0	0	0
ENSG00000229951.5	88	97	12	44	71	58	38	55
ENSG00000075426.11	3053	2967	1221	1863	2203	2078	1567	1646
ENSG00000270640.1	0	0	0	0	0	0	0	0
ENSG00000270210.1	0	0	2	2	0	0	2	4
ENSG00000227938.1	2	0	0	0	0	2	0	2
ENSG00000163803.12	150	110	68	148	144	96	94	88
ENSG00000242915.1	0	0	0	0	0	0	0	0
ENSG00000230730.1	14	10	12	8	10	2	6	9
ENSG00000222232.1	0	0	0	0	0	0	1	0
ENSG00000226833.5	132	122	125	186	145	104	168	136
ENSG00000213639.9	4545	3441	3686	4995	3957	2855	3555	3437
ENSG00000163806.15	1599	1277	1256	1449	1286	1186	1413	1111
ENSG00000273233.1	0	0	0	0	0	0	0	0
ENSG00000171103.10	685	613	571	750	671	494	543	580
ENSG00000163811.11	15474	12121	13753	18002	15919	12853	16287	16023
ENSG00000264994.1	0	0	0	0	0	0	0	0
ENSG00000265145.1	0	0	0	0	0	0	0	0
ENSG00000222224.1	0	0	0	0	0	0	0	0
ENSG00000265706.1	0	0	0	0	0	0	0	0
ENSG00000189350.12	37	36	28	26	37	24	48	38
ENSG00000200283.1	0	0	0	0	0	0	0	0
ENSG00000179270.6	0	0	0	0	0	0	2	2
ENSG00000229224.1	0	0	0	0	2	0	0	0
ENSG00000115295.19	8124	6537	7455	10130	9090	7546	9130	8905
ENSG00000171094.17	1286	1161	1492	1890	1411	1389	1910	1640
ENSG00000242699.3	0	0	0	0	0	0	0	0
ENSG00000230737.1	0	0	0	0	0	0	0	0
ENSG00000197644.2	0	0	0	0	0	0	0	0
ENSG00000233862.5	18	22	26	46	36	24	24	30
ENSG00000225943.1	0	0	0	0	0	0	0	0
ENSG00000119801.12	583	414	480	720	674	345	374	498
ENSG00000207187.1	0	0	0	0	0	0	0	0
ENSG00000231712.1	0	0	0	0	0	0	0	0
ENSG00000213626.12	2	4	8	16	30	12	16	20
ENSG00000235997.2	0	0	0	0	0	0	0	0
ENSG00000280154.1	0	0	0	0	0	0	0	0
ENSG00000172954.13	9706	7968	8168	10828	8542	7059	8839	8355
ENSG00000278908.1	0	0	2	0	2	0	0	2
ENSG00000162949.16	48	64	22	30	84	80	73	56
ENSG00000230118.1	0	0	0	0	0	0	0	0
ENSG00000285984.1	66	40	30	49	52	48	66	68
ENSG00000158089.14	2561	1905	2007	2699	2592	1974	2801	2657
ENSG00000234579.1	0	0	0	0	0	0	0	0
ENSG00000214711.9	6	5	0	4	2	4	3	4
ENSG00000201671.1	0	0	0	0	0	0	0	0
ENSG00000013016.15	0	0	0	0	0	4	2	4
ENSG00000213620.3	0	0	0	0	0	0	0	0
ENSG00000158125.9	102	62	66	138	216	154	244	164
ENSG00000277893.1	2	0	6	4	2	4	2	2
