Distance_(inches),Gray_Value
0.000000,39.0000
0.003333,44.7001
0.006667,48.2147
0.010000,51.0422
0.013333,55.0496
0.016667,59.3428
0.020000,62.7668
0.023333,63.9058
0.026667,64.9030
0.030000,65.0318
0.033333,62.6856
0.036667,57.7739
0.040000,52.1140
0.043333,50.0310
0.046667,52.6465
0.050000,57.5539
0.053333,62.1873
0.056667,66.4063
0.060000,72.1645
0.063333,79.0938
0.066667,83.1014
0.070000,82.1141
0.073333,77.7749
0.076667,74.5600
0.080000,73.6274
0.083333,73.2710
0.086667,73.7240
0.090000,76.8065
0.093333,80.8345
0.096667,82.0859
0.100000,80.5016
0.103333,78.7527
0.106667,77.5367
0.110000,75.8414
0.113333,72.0686
0.116667,65.8948
0.120000,58.7958
0.123333,52.1786
0.126667,45.2582
0.130000,38.4471
0.133333,33.4946
0.136667,29.4990
0.140000,24.9155
0.143333,21.2799
0.146667,19.3125
0.150000,18.7832
0.153333,19.1200
0.156667,18.8358
0.160000,16.1552
0.163333,13.4242
0.166667,11.2609
0.170000,9.5309
0.173333,7.5722
0.176667,6.2290
0.180000,4.9391
0.183333,3.9786
0.186667,3.5772
0.190000,3.9447
0.193333,5.0237
0.196667,5.3271
0.200000,4.6957
0.203333,3.4145
0.206667,2.1471
0.210000,1.6828
0.213333,1.2179
0.216667,1.0435
0.220000,1.2716
0.223333,1.6116
0.226667,1.9368
0.230000,1.7200
0.233333,1.6667
0.236667,1.6667
0.240000,1.6103
0.243333,1.4201
0.246667,1.2589
0.250000,1.2628
0.253333,1.5594
0.256667,2.1072
0.260000,3.1913
0.263333,4.2456
0.266667,4.6049
0.270000,4.0107
0.273333,3.3507
0.276667,3.0812
0.280000,3.0976
0.283333,3.0309
0.286667,3.2013
0.290000,3.3943
0.293333,3.1768
0.296667,3.0135
0.300000,3.0725
0.303333,3.1616
0.306667,2.9200
0.310000,2.4725
0.313333,2.3449
0.316667,2.2376
0.320000,2.2116
0.323333,2.2404
0.326667,2.1776
0.330000,1.8145
0.333333,1.1916
0.336667,0.6667
0.340000,0.6667
0.343333,0.6667
0.346667,0.8513
0.350000,1.7297
0.353333,2.1594
0.356667,2.7420
0.360000,3.3877
0.363333,3.8203
0.366667,4.6969
0.370000,5.2605
0.373333,5.3333
0.376667,5.3333
0.380000,5.3228
0.383333,4.6667
