Distance_(inches),Gray_Value
0.000000,35.0000
0.003333,42.0000
0.006667,49.2207
0.010000,55.9954
0.013333,60.3977
0.016667,62.8736
0.020000,60.0920
0.023333,59.0897
0.026667,62.1977
0.030000,64.8069
0.033333,66.5287
0.036667,69.5103
0.040000,72.1931
0.043333,71.5425
0.046667,69.0138
0.050000,70.8161
0.053333,77.9816
0.056667,86.1885
0.060000,88.9908
0.063333,91.2529
0.066667,95.1954
0.070000,98.3494
0.073333,99.5012
0.076667,98.9103
0.080000,97.4322
0.083333,94.4253
0.086667,90.4483
0.090000,85.6460
0.093333,80.1218
0.096667,70.9333
0.100000,62.3563
0.103333,57.7632
0.106667,54.0207
0.110000,49.4276
0.113333,48.2920
0.116667,49.9770
0.120000,49.3379
0.123333,49.6805
0.126667,51.7632
0.130000,52.6874
0.133333,54.8276
0.136667,59.2391
0.140000,66.6598
0.143333,71.8552
0.146667,71.6115
0.150000,67.7011
0.153333,64.0736
0.156667,61.3103
0.160000,60.5310
0.163333,60.4322
0.166667,59.9080
0.170000,58.7287
0.173333,52.2023
0.176667,44.6414
0.180000,39.0207
0.183333,35.5632
0.186667,34.9448
0.190000,37.1310
0.193333,37.8667
0.196667,38.0506
0.200000,38.2644
0.203333,38.1977
0.206667,35.6690
0.210000,32.4460
0.213333,27.4069
0.216667,23.6897
0.220000,21.5724
0.223333,20.1310
0.226667,18.6690
0.230000,16.5379
0.233333,15.8621
0.236667,14.9448
0.240000,13.9816
0.243333,11.6759
0.246667,9.6667
0.250000,8.0000
0.253333,6.9356
0.256667,5.6667
0.260000,5.0000
0.263333,4.6667
0.266667,5.1379
0.270000,5.6667
0.273333,6.0161
0.276667,6.0529
0.280000,5.5448
0.283333,5.4598
0.286667,5.9931
0.290000,6.4000
0.293333,6.4736
0.296667,5.2736
0.300000,3.9885
0.303333,3.6598
0.306667,3.6161
0.310000,3.2897
0.313333,3.1471
0.316667,2.8391
0.320000,2.0000
0.323333,1.7839
0.326667,1.8023
0.330000,1.9747
0.333333,2.6782
0.336667,3.1908
0.340000,3.0000
0.343333,2.3333
0.346667,2.3333
0.350000,3.0000
0.353333,3.6667
0.356667,4.0000
0.360000,3.6805
0.363333,3.6667
0.366667,3.0230
0.370000,2.0414
0.373333,1.6667
0.376667,1.3333
0.380000,1.3333
0.383333,1.4483
0.386667,1.4667
0.390000,1.8184
0.393333,1.8368
0.396667,1.5218
0.400000,1.5402
0.403333,1.5586
0.406667,1.5770
0.410000,1.5954
0.413333,1.9471
0.416667,1.6322
0.420000,1.3011
0.423333,0.6667
0.426667,0.3333
0.430000,0.3333
0.433333,0.3333
0.436667,0.3333
0.440000,0.3333
0.443333,0.2207
0.446667,0.3333
0.450000,0.5172
0.453333,0.1655
0.456667,0.1471
0.460000,0.0000
0.463333,0.0000
0.466667,0.0000
0.470000,0.2598
0.473333,0.6115
0.476667,0.6299
0.480000,1.2966
0.483333,1.3333
