Distance_(inches),Gray_Value
0.000000,32.3333
0.003333,37.3137
0.006667,41.6373
0.010000,42.9632
0.013333,42.9510
0.016667,44.5931
0.020000,44.9412
0.023333,44.2990
0.026667,42.6275
0.030000,40.3113
0.033333,38.6422
0.036667,34.7476
0.040000,31.8725
0.043333,31.3505
0.046667,32.0098
0.050000,32.6642
0.053333,32.6471
0.056667,30.5833
0.060000,28.5980
0.063333,28.9926
0.066667,32.1078
0.070000,36.2843
0.073333,39.9167
0.076667,42.4608
0.080000,39.7255
0.083333,35.8578
0.086667,32.3039
0.090000,29.3971
0.093333,27.1373
0.096667,25.1912
0.100000,23.3725
0.103333,21.6201
0.106667,19.0980
0.110000,16.6667
0.113333,15.0000
0.116667,14.3333
0.120000,14.5784
0.123333,15.9093
0.126667,16.6127
0.130000,17.1446
0.133333,18.7843
0.136667,21.5711
0.140000,22.3627
0.143333,22.0539
0.146667,19.7549
0.150000,17.6642
0.153333,16.3333
0.156667,16.9877
0.160000,18.0000
0.163333,20.6667
0.166667,24.1225
0.170000,27.1250
0.173333,27.9216
0.176667,29.2034
0.180000,30.0049
0.183333,29.5245
0.186667,28.9216
0.190000,29.9142
0.193333,29.7157
0.196667,30.1887
0.200000,30.6667
0.203333,31.1152
0.206667,30.7598
0.210000,28.1054
0.213333,26.2941
0.216667,24.9853
0.220000,22.8382
0.223333,20.1740
0.226667,18.8333
0.230000,19.3284
0.233333,19.1618
0.236667,16.9853
0.240000,13.6863
0.243333,10.5368
0.246667,7.3627
0.250000,5.1838
0.253333,3.8529
0.256667,3.0000
0.260000,2.3333
0.263333,2.3333
0.266667,2.7255
0.270000,3.0000
0.273333,2.7353
0.276667,3.0000
0.280000,3.6667
0.283333,4.2500
0.286667,3.7892
0.290000,2.5735
0.293333,1.6667
0.296667,1.3333
0.300000,1.3333
0.303333,1.3333
0.306667,1.8922
0.310000,2.7892
0.313333,3.5637
0.316667,4.0000
0.320000,4.7647
0.323333,5.3333
0.326667,6.3333
0.330000,7.4853
0.333333,7.7353
0.336667,6.4093
0.340000,4.9167
0.343333,3.5858
0.346667,3.2549
0.350000,3.1054
0.353333,3.1127
0.356667,3.0490
0.360000,2.8627
0.363333,3.1348
0.366667,3.2696
0.370000,3.6054
0.373333,3.9412
0.376667,3.9436
0.380000,3.0000
0.383333,2.0000
0.386667,1.7157
0.390000,1.3799
0.393333,0.7990
0.396667,1.4167
0.400000,1.4118
0.403333,1.4436
0.406667,1.4020
0.410000,1.3652
0.413333,1.3627
0.416667,1.3333
0.420000,1.3333
0.423333,1.6446
0.426667,1.6667
0.430000,2.0000
0.433333,2.0147
0.436667,2.0368
0.440000,1.6863
0.443333,1.3480
0.446667,0.6765
0.450000,0.3358
0.453333,0.3333
