Distance_(inches),Gray_Value
0.000000,19.6667
0.003333,25.8741
0.006667,34.6323
0.010000,41.4894
0.013333,43.6287
0.016667,43.0803
0.020000,40.6549
0.023333,39.0943
0.026667,37.5029
0.030000,34.9220
0.033333,33.3402
0.036667,32.8137
0.040000,31.4954
0.043333,30.8508
0.046667,30.5641
0.050000,31.6525
0.053333,33.5499
0.056667,33.7778
0.060000,33.3264
0.063333,33.4505
0.066667,31.7991
0.070000,30.7234
0.073333,31.0127
0.076667,32.8644
0.080000,34.7305
0.083333,36.5218
0.086667,38.0756
0.090000,39.5957
0.093333,39.4642
0.096667,38.3787
0.100000,37.3072
0.103333,36.9510
0.106667,37.6527
0.110000,38.5057
0.113333,38.9938
0.116667,40.2040
0.120000,43.5680
0.123333,46.7401
0.126667,47.6912
0.130000,47.8467
0.133333,48.2502
0.136667,47.6651
0.140000,45.0567
0.143333,42.3053
0.146667,39.4466
0.150000,35.9946
0.153333,31.4385
0.156667,26.3333
0.160000,22.0341
0.163333,18.5225
0.166667,15.8213
0.170000,14.2487
0.173333,13.0993
0.176667,12.4830
0.180000,12.1249
0.183333,12.4066
0.186667,13.1683
0.190000,14.0142
0.193333,14.7347
0.196667,15.6716
0.200000,16.7872
0.203333,17.3830
0.206667,16.9744
0.210000,16.2233
0.213333,15.0469
0.216667,12.9253
0.220000,10.7792
0.223333,9.1786
0.226667,7.6690
0.230000,6.0804
0.233333,4.6956
0.236667,3.9687
0.240000,3.7352
0.243333,4.1229
0.246667,4.9178
0.250000,5.4827
0.253333,5.4586
0.256667,4.8932
0.260000,4.3972
0.263333,4.4706
0.266667,4.7597
0.270000,4.7469
0.273333,4.3279
0.276667,3.7258
0.280000,3.1986
0.283333,2.8009
0.286667,2.4833
0.290000,2.2057
0.293333,1.8747
0.296667,1.6998
0.300000,1.8369
0.303333,2.0061
0.306667,1.8748
0.310000,1.7376
0.313333,1.8148
0.316667,1.9199
0.320000,1.9034
0.323333,2.0000
0.326667,2.1017
0.330000,2.5383
0.333333,3.1615
0.336667,3.6076
0.340000,3.4752
0.343333,2.9243
0.346667,2.0259
0.350000,1.6377
0.353333,1.5934
0.356667,1.7863
0.360000,2.4860
0.363333,2.7756
0.366667,2.3141
0.370000,2.2057
0.373333,2.1310
0.376667,1.8924
0.380000,1.7355
0.383333,1.5886
0.386667,1.2065
0.390000,0.7376
0.393333,0.8303
0.396667,1.0821
0.400000,1.4661
0.403333,1.3333
0.406667,1.2696
0.410000,0.7657
0.413333,0.6667
0.416667,0.6667
0.420000,0.7444
0.423333,1.4704
0.426667,1.8416
0.430000,2.1717
0.433333,2.0983
0.436667,1.9127
0.440000,1.6898
0.443333,2.0436
0.446667,2.8745
0.450000,3.2979
0.453333,3.1371
0.456667,2.9907
0.460000,3.3739
0.463333,3.7400
0.466667,3.8650
0.470000,3.3333
