Genes	G:\18.8.23_Michal\CSSdp12_S1-B12_1_3444.d.dia	G:\18.8.23_Michal\CSSdp11_S1-B11_1_3443.d.dia	G:\18.8.23_Michal\CSSdp10_S1-B10_1_3442.d.dia	G:\18.8.23_Michal\CSSde9_S1-B9_1_3441.d.dia	G:\18.8.23_Michal\CSSde8_S1-B8_1_3440.d.dia	G:\18.8.23_Michal\CSSnp6_S1-B6_1_3438.d.dia	G:\18.8.23_Michal\CSSnp5_S1-B5_1_3437.d.dia	G:\18.8.23_Michal\CSSnp4_S1-B4_1_3436.d.dia	G:\18.8.23_Michal\CSSne3_S1-B3_1_3435.d.dia	G:\18.8.23_Michal\CSSne2_S1-B2_1_3434.d.dia	G:\18.8.23_Michal\CSSne1_S1-B1_1_3433.d.dia	G:\18.8.23_Michal\CSSde7_S1-B7_1_3439.d.dia
STK17A	2479.68	1976.47	2258.42				2065.49		4503.49	5589.18	2763.46	2958.33
STK17B	4248.65	3305.41	2738.44	2157.9	2831.26	7614.84	3732.54	2986.99	2662.3	1909.43	1895.71	2378.93
STK24	63534.8	64106.5	62391.7	55640.4	55362.9	57745	69824.8	64068.9	76731	70405.3	62938.7	71024
STK25	9615.08	7833.8	7047.67	15386.7	11984.9	8563.16	9555.29	9203.14	20019	22093.7	21712.7	23575.5
STK26	30382.3	29743.8	31903.6	29848	27746.6	29991	26519.8	30324.8	33112.7	35162.1	31773.2	30937.4
STK3	12881.4	11532.6	13038.5	15002.5	14229	12325.5	14769	12796.8	14874.5	18276.6	14771.1	16892
STK33	5902.26	5281.56	3424.6	4946.5	4827.85	4892.02	3658.57	4358.96		2509.61	2089.18	3943.32
STK35	23370.2	18755.7	17843.2	24126	21151.4	18504.6	22349.7	13517	17919.1	20942.3	13686.5	16550
STK38	14463.7	11427.8	12597.9	9135.49	10568.9	11858.8	18148.6	14141.6	14533	13966.4	10919.5	16209.6
STK38L	96611.7	106843	95273.1	102444	122466	112916	89905.1	120996	91597.8	90200.1	65037.6	96032.4
STK39	127584	144791	154013	148888	156630	111878	151316	112295	114458	128398	113248	128967
STK4	11924	12417.1	14163	12083.7	11858.3	11435.3	13819.6	13524	15190.6	14992.1	14027.7	14509.6
STMN1	359894	393792	351638	373677	375983	380259	327322	351885	365806	315965	390200	265566
STMN2	6856.89	19079.9	14089.9	35061.8	17905			3679.49				
STMN3	38253.3	33763.6	39652.8	26182.3	19858.2	23496.9	29906.3	30663.4	23420.7	36673.7	27665.4	42278.9
STOM	15491.6	19123.4	20878.6	15036.5	21757.2	13195.9	20037.2	10500	17434.4	14867.1	13932.1	14320.7
STOML2	176643	224508	175807	230638	273538	214197	172556	225435	167352	122472	161266	147222
STRADB	4822.78	3166.08	4745.51	1869.75	5139.23	1377.88	3425.45	3298.3		3993.56	4106.73	5738.05
STRAP	391585	373904	412500	356212	339625	354738	449231	378794	386848	406235	422049	423459
STRBP	17122.7	19437.3	19989.1	17275.7	16580.3	17519.5	19265.2	17926.7	21021.2	19766.3	17747.6	16732.6
STRIP1	7271.78	7880.17	6606	12342.9	12296.5	4987.93	7177.36	7304.44	15988.7	13010	14131.5	15416.6
STRIP2	9001.22	8645.94	8116.25	9710.41	7911.84	5410.71	6463.79	7085.87	8616.56	10615.4	7116.81	8961.08
STRN	18773.6	20969.1	21157.8	20441.9	18714.9	19381.5	21591.1	20517.6	20420.5	21103.8	21286.4	22025.8
STRN3	49571.5	44973	50138.2	41043.2	42465.5	41419.8	47621.1	47770.6	47865	50318.1	47650.9	48923.2
STRN4	9540.08	8850.51	10789.4	12266.9	12120.9	9448.2	9821.46	13130.6	13757.4	14246.8	12373.8	17035.6
STT3A	23109.2	19115	20010.3	14680.1	15442.3	17192.6	21858.4	12193.6	15115.6	18706.9	14634.9	18585
STT3B	57344.2	62279.9	57163.9	49974.5	56449.2	54339.6	60247.4	55147.8	45327	44542.8	47800.9	33883.1
STUB1	44580.7	48992.9	47279.7	66098	68409.8	43529.3	44433.1	44801.7	60648.1	64809.9	63400.4	56913.8
STX12	50081.5	48425.4	52720.2	49917.1	41996	46506.5	46775.3	48619.5	48128.3	46968.4	52288.1	51429.6
STX16	13893.6	11398.6	13215.8	10813.2	12926.3	7670.86	14836.5	13166.5	17525.4	15613.9	17653.6	16381.8
STX17	37431.8	37317.1	38904.2	37625.5	35106.5	33200.9	35868.2	36969.2	41071.5	34238.2	34924.7	31193.2
STX18	27385.1	28820.1	31031.6	23753.7	22311.6	25949.5	25550.5	31178.6	23496	22290.3	24754.3	22419.2
STX2	9035.1	7204.25	7901.73	6879.35	4439.48	4761.52	9943.49	5706.71	8454.75	6981.46	5785.06	11751.6
STX3	17766.5	11291.7	17202.6	9729.91	14963.4	15202.9	14783.7	16809.6	16480.7	13779.1	16300.7	14321.1
STX4	16289.6	17414.8	20126.4	19272.4	25206.8	17500.6	18456	17856.9	15974.8	19486.1	26189.4	17289.2
STX5	21988.6	26596.6	25306.3	28812.8	28286.7	25642	23517.2	22978.5	28869.1	29237.2	30687.1	30691.5
STX6	13137.5	12605.2	12807.5	10576.5	8981.12	10487.7	13484	11463.6	12546.7	12344.3	12906.7	17684.4
STX7	21361.3	26721.5	20269.3	23011.1	22266.2	17439.4	20925	20730.9	16678.1	14334.5	16343.9	16083
STX8	7981.12	9728.04	9777.82	9849.71	8619.68	12257.8	9772.9	11124.8	8185.21	10547.1	10530.8	7591.25
STXBP1	30931	36061.8	38593.1	34931.4	39428.1	29064.5	32998.3	33521.6	27359.3	20557.3	27534.8	22852.8
STXBP2	13868.7	18430.3	18690.4	22527	22573.9	13702.2	18003	18907	22083.3	14047	16206.8	12201.9
STXBP3	13993.5	17018.5	14903.7	18456.8	19768	17284.3	15095.2	13626.2	13917.2	12176.6	15833.8	9532.99
STXBP4	5798.54	7423.91	8471.47	7345.15	8202.59	7932.1	7734.44	7586.24	8817.37	8110.73	8093.05	7973.24
SUB1	301573	372726	345025	344124	401846	355879	349975	367976	344831	286242	341271	301395
SUCLA2	49055.9	47075	52273.2	43527.2	42287.6	50667.1	61228	54383.1	62094	71296.8	59197.8	63020.7
SUCLG1	72104	75066.1	78395.1	75622.5	71642.6	79236.3	80931.5	76367.2	83280	76956.6	64246.9	65496.5
SUCLG2	81282.7	86327.2	80476	73803.3	84967.1	84299.4	87645	86200.5	80460.5	78063.7	77992	69292.3
SUDS3	15182.4	14038	12143.6	12926	15140.5	12025.9	14091.8	17303.2	14463.6	13515.1	17900.1	14583.3
SUFU	4906.75	6664.59	6443.57	7590.06	7902.63	6344.4	9241.68	8790.14	11658.8	13337.7	9106.9	9767.72
SUGP1	22499.4	19948.1	19597.5	24564.1	25535.5	21209.8	18206.8	21799.5	20751.4	20670.6	20091.1	18449.9
SUGP2	31230.5	32360.9	34223	39144	32069.6	34812.3	29547.6	32719.9	30260.6	26933.6	27494.3	30170
SUGT1	240676	218391	198348	222051	223603	245197	234323	243784	238087	217741	253964	185636
SULT1A1	7778.65	11009.2	8666.61	11069.8	10422.8	10457.4	12003.2	9213.06	13338.5	13032.1	13113.3	15258.6
SUMF1	7912.78	9306.29	8212.5	5930.93	8703.08	8392.77	5696.83	9575.12	4553.07	5211.05	4724.46	5569.78
SUMF2	33083.2	33403.1	33571.7	36353.2	39859.2	32085.2	35313.4	35373.7	40288.7	38408.1	44523.7	31933.7
SUMO1	41273.7	57551.8	56826	51104.6	38948.6	48089.9	45189	54567.5	55836	60783.1	59369.3	40267.7
SUMO2	152482	228442	200758	248065	203625	179956	194602	197705	150110	192120	164904	150744
SUMO3	10406.2	12595.4	12464.7	13142.6	12052.7	10920.3	9599.3	10253.2	6838.61	9179.02	9564.94	6653.3
SUN1	19190.9	17291.9	14342.8	16619.1	16674.3	17106.9	17156.1	17680.6	18670.2	15170.4	16730.2	17556.4
SUN2	9777.63	10990.8	10772.9	14520.5	12270.7	11163.2	9231.26	10973.7	9430.55	12159.6	13148.8	9526.34
SUOX	3072.01	1168.97			1621.01	1456.26	2153.74	1301.69				
SUPT16H	324496	329566	317011	317534	292350	313431	338107	336634	330714	340620	355224	329266
SUPT20H	3968.77		4844.39	5170.56	4845.66				3952.57		3682.84	
SUPT4H1	37177.7	48112.2	43359.8	53972.4	60983.5	59314	37464.1	17725.4	14427	20512.6	43988.5	14998.7
SUPT5H	98492.5	90878.1	88825.4	119805	114307	102380	122502	109437	150003	151768	146171	130039
SUPT6H	54583.7	55322.1	52154.7	60293.5	58365.1	55533.3	56085.3	55436.9	60294.2	61000	63818.8	57491.8
SUPT7L	4851.11	5963.85	3103.43	5267.09	6426.51	5632.97	2964.07	5292.09	2379.24	2331.7	3531.54	2642.68
SUPV3L1	36092.3	37646.9	38332.7	29966.7	28776.5	36125	33005.2	36102.6	28820.3	27733.2	33117	28787
SURF1	19963	19094.7	22858.4	25589.8	25701.4	24899.6	21333.2	22151.7	15619.1	22494.1	24270.8	25628.2
SURF2	13436.4	13952.6	14267.7	16344.8	19584.5	11207.8	12560.9	12428.1	13711.8	11404	17057.8	10248.8
SURF4	20242.4	24086.1	23072.8	23289.2	20996.7	20691.8	22791.8	20940.1	24911.5	33628	24661.4	23057.9
SURF6	26927.7	25081.5	23982	26531.9	32310.1	25851	27739.9	34434.6	28245.1	25920	25797.7	30746.6
SUV39H2	8222.91	6482.98	7211.19	6701.17	5686.53	7313.94	5716.87	6578.63	6969.63	8660.13	6511.73	5577.87
SUZ12	26240.9	26257.3	26734.3	24804.4	24097.5	29598.1	29562.9	28169.2	25413.6	25381.4	26580.2	24176.2
SVIL	8898.51	8210.94	10231.2	8289.07	7088.96	8623.19	8954.66	6400.36	7808.78	8146.75	7490.65	6542.37
SWAP70	29111.5	29904.7	28631.7	26210.2	26127	27879.8	30882.5	27498.7	33564.5	31103.6	30142.4	30007.1
SYAP1	28949	23264.1	27774.3	23797.5	23048.1	23461.3	29527.4	28085.6	26530.6	29880.4	30130.8	29370.2
SYF2	16946.2	15506.8	15317.6	19359.5	18040.4	17000.1	18658.2	17200.8	19831.6	16039.6	19566	16142.8
SYMPK	23451.4	24063.8	24406.8	29877.4	37882.6	27525.1	26801.9	25199.6	23602.3	31047.5	29559.5	34210.4
SYNCRIP	778240	793814	728891	789665	748639	753599	752336	791678	713438	657354	721986	661454
SYNDIG1	50832.6		44869.2			46106.8		35717.1			32066.6	42189.7
SYNE1	4041.26	4847.64	6021.64	6918.8	4936.61	4926.9	4782.14	7166.94		6540.84	5410.7	
SYNE2	12784.9	14032.8	12815.6	13180.7	12622.1	13548.6	14902.7	13409.3	15016.2	13506.4	15420.8	13899.1
SYNE3	4462.72	2803.73	3728.6	3175.56	2491.73	5286.98	3445.2	2949.5	3492.93	4723.51	2918.4	3181.22
SYNJ2	8434.11	10261.5	9592.59	11335.5	9944.24	7998.2	7953.61	8310.54	8830.61	10451.3	8010.71	10969.7
SYNRG	15680.3	16530.3	14766.5	15203	14037.9	15539.8	16737.2	15939.9	14342.8	12351.2	14006.6	14326
SYPL1	45177.9	44813.7	40226.2	38167.2	39744.3	41434.6	42059.1	41002.8	45005.2	38747.1	43751.4	28785.4
SYT1	24879.3	20866.5	20368.6	22138.3	17829.4	12704	18004.7	23519.7	16209.6	22954.3	14764.7	18763.5
SYT7	2375.56	3151.24	2574.98	3219.33	2692.08	2510.64	3299.86	2790.89	1808.62	2001.22	1367.05	2700.05
SYTL2	14581.7	16753.6	13166.1	19047.5	21161	17368.7	16977.7	21031.5	7738.01	8879.22	17208.6	10168.1
SYTL3	7584.46	5998.3	9352.85	4593.86	4281.63	4998.69		3577.25	4760.9	7130.09	6037.45	9140.19
SYTL4	5268.5	1823.27			4837.93		3194.71		5159.69	5148.14	6000.76	6120.93
SYVN1	1672.4	3716.3	3068.68	6013.36	5028.86	2053.77	2441.87	4018.18	5200.98	2802.61	2446.39	5608.81
TAB1	15890.2	19531.4	17485.5	22142.1	19785.8	16284.7	20995	20096	22222.3	24084.1	22251.8	21203.6
TAB2	6482.67	6258.69	5603.87	6397.69	7025.51	6491.15	5630.57	3352.3	4085.44	5121.72	7152.82	5293.56
TACC1	44624.6	42115.5	48098	45801	43041.7	47331.2	43431.6	45784.5	51702	49548.6	52290.9	46466.5
TACC2	26304.4	26018.3	23157.7	22256.6	23059.2	22191.2	24694.4	29813.5	22159.6	22204.3	21082.3	28871.9
TACC3	41468.9	37765	37396.3	44113.6	46475.1	48049.8	44609.2	47094.9	37860.6	38243.8	42068.1	39614.6
TACO1	29868.9	23839.5	24688.3	29458.5	18216.1	29406	27436.7	31283.2	28304.5	23329.1	27978.8	19933.8
TACSTD2	4542.74	3942.22	5478.52	4641.29	3852.71		5382.75	4354.94	6466.8	6985.1	3928.82	5896.1
TADA1	9582.65	7460.32	8519.21	11855.1	13479.9	11368.3	7897.95	10037.2	7446.27	7732.18	5293.19	6645.15
TADA2B	32419.8		21915.4		39437.9	30273.4	20416.3	29693.2	29237.6	30580.1	29992	
TADA3	11999.5	8950.29	9878.17	7413.1	6662.99	4481.75	14478.8	11841.1	15308	21196.4	17334.1	18672.1
TAF1	7574.26	2224.27	7519.59	9065.2	4630.15	6601.92	6206.83	9351.81	3365.15		4143.28	3329.41
TAF10	7726.98	9172.2	7402.27	12306.2	10728.6	9505.04	11483.5	10873.3	14064.5	13451.1	12960.9	12733.6
TAF12	12775.7	10244.1	11295.2	13943.5	13268	12704.7	14645.4	13280.1	14258.4	19453.2	18813.2	18898.1
TAF15	114128	90990.8	92978.4	81240.5	57792	84647.3	101158	97638.4	118807	96884.3	107932	106749
TAF1A	3874.57	4262.04	3142.4	2795.72	3137.5		3077.87	3588.06	4918.27	6194.42	3469.85	4945.15
TAF1C	4375.06	2613.91	3608.33	5078.68	5779.31	3964.27	4787.75	3363.5	9547.81	7087.15	6460.07	6402.99
TAF2	5099.24	6512.78	5300.69	8244.92	6275.84	9401.01	7799.23	8177.82	7821.19	5635.64	9726.34	4302.78
TAF3	2460.73	2688.17	3335.72	4893.05	3643.69	5087.59	2156.19	3458.08	1207.37	1663.8	2297.97	
TAF4	5398.14	4034.55	3776.49	5689.24	4675.55	8109.35	5821.57	4690.35	6774.7	8754.42	4767.07	5951.25
TAF5	2532.11	3956.51	5860.82	4808.92	4030.76	1496.72	6371.37	4434.85	5267.52	6440.88	6423.3	5178.75
TAF5L	4177.07	5854.26	7051.4	7078.49	5579.55	6669.89	7276.79	5928.07	9248.17	10730.2	7150.98	8653.57
TAF6	8988.92	11070.5	9435.05	12868.5	12200.2	9020.27	10261.5	10571.8	17071.8	14322	14234.8	12761.5
TAF6L	1749.34	2433.07	1261.03	7468.49	4000.24	5534.67		2801.01	1383.14	1560.08	1296.35	
TAF7	9862.58	7936.82	7690.46	11014.1	11466	9021.22	10209.8	9885.25	11733	8629.69	13155.8	13472.1
TAF8	6865.83	5134.52	6416.7	5974.75	6186.34	7123.57	6238.77	6202.49	5463.52	4863.99	5218.9	5492.37
TAF9	3951.93	5809.01	5831.73	5219.6	15227.7	1985.98	3168.74	5748.56	5068.3	3422.4	6467.89	4080.5
TAGLN2	70897	69539.4	56112.6	73503.1	71800.6	67227.1	57947.3	75626.3	41728.2	44442.9	64755.6	43160.6
TALDO1	249945	291731	255654	305265	307210	278090	264311	261493	306577	322398	294323	309021
TAMM41	16234.6	12674.6	21633.4	18625.1	9915.79	12991.2	19375.4	16263.2	19035.5	30395.8	17373.5	23304.5
TANC1	12062.3	13548.8	14128.4	9653.42	11335.1	16804.1	14471.9	12111.5	20149.8	19509.1	17149.2	16262.3
TANC2	156436	153007	196021	143260	96372.3	188371	205786	160550	213713	240156	183075	225291
TANK	30752.7	17784.8	18128.6	16628.7	18038.4	32860.1	21161.2	31960.7	8477.76	29683.7	22948.4	26632.2
TAOK1	12257.3	15659.4	14419	15916.3	13015.2	16035.4	12508.1	13608.5	11514.9	13763.5	15718.4	13330.3
TAOK2	7240.1	6403.13	7335.16	9955.12	11845.1	9042.97	10027.1	10431.7	10747.5	11221.9	8420.49	9407.29
TAOK3	6486.9	5600.91	5980.47	6030.91	5929.86	6204.63	4911.85	5623.79	7868.75	6857.46	6991.85	7379.05
TAP1	19322.3	17374.9	11211.6	13687.8	14223.5	12614.9	21658.8	16563.7	15940.9	26413.6	16950	15694.4
TAP2	8857.45	7120.45	7860.71	10121.3	9850.55	7515.05	8482.85	6609.51	11563.3	12376.1	8938.61	4214.18
TARBP2	7368.34	4542.08	2915.1	9886.74	5204.62	8996.11	2454.97	6024.27	5191.59	5592.55	6271.65	2998.05
TARDBP	87969.2	98536.1	91148.1	92458.9	104923	90885.4	88407.2	103955	83658.2	85343.8	88793.1	72312.8
TARS1	161959	171833	161519	159480	146628	149820	143215	151127	104414	130114	129143	127308
TARS3	5595.46	4044.78	6276.8	6256.77	4929.71	7495.78	5968.6	5167.46	6015.46	3771.33	4638.29	4208.18
TASOR	14356.8	12555.7	15438.4	13792.9	11252.4	13924	14594.2	12479.5	12856	15130.5	14702.6	16678.5
TASOR2	12366.3	12978.6	11393.3	12296.5	13875.8	12815.2	11046.6	13565.1	10658.9	12333.5	11961.4	10262.9
TATDN1	77002.2	76999.6	81294.6	67378.2	57257.6	81877.4	78535.6	73718.4	76445	70221.8	71139.2	76451.5
TATDN3	4007.89	6663.95	6156.65	3752.59	4276.68	3099.24	5271.42	4043.03		3391.53		2502.87
TAX1BP1	16928.8	17330.5	16080.9	17399	15974.3	13215.7	12679.8	13244.2	11294.6	10608.3	12570.1	17768
TAX1BP3	33720.9	38425.3	30505.8	32935.7	40538.3	24538.8	27964.1	33757.8	38697.9	36846.8	36031.9	35637.5
TBC1D1	7178.32	5502.37	6465.51	6714.18	4593.83	5645.29	7920.92	7615.59	7675.19	9489.92	8459.95	7292.9
TBC1D10A	5272.01	5889.99	5747.74	6418.57	7405.01	6125.94	6484.54	6445.84	10807.3	8972.59	8374.02	9208.73
TBC1D10B	6147.35	8114.02	10193.3	12576.7	12250.7	4342.01	10538.6	8294.42	15410	16665	18167.5	15218.6
TBC1D13	2198.23	1413.2	1896.22	4535.43	2123.85	5901.76	1259.22	3986.06		2190.23	6646.14	2470.57
TBC1D15	46864.1	50548.5	45054.3	47591	50097.3	48055.1	47496.1	48796.3	48961.9	42410	51347.6	37702.9
TBC1D17		22181.3			26831.1	21411						18342.1
TBC1D2	22870.5	21727.4	23621.1	22106.1	19172.6	23400.9	23513.5	18447.4	18607.4	21411.6	21928.7	23285.3
TBC1D22A	2092.29	1739.44	1484.1	2946.31	1934.44		2250.86	2522.24	2678.54	3592.9	3068.83	3957.33
TBC1D23	6328.06	6781.35	7004.31	6243.75	8898.55	5420.96	6765.47	7072.04	5967.32	4877.83	5399.75	5256.75
TBC1D24	15063.8	4851.55	9757.51	14223.3	11177.7	7546.35	13613.8	12756.3	13628.3	13219.2	13884.8	14526.9
TBC1D2B	5743.19	5176.05	5180.63	3210.66	2844.95	5369.69	5810.4	5417.13	3716.05	4414.79	4357.45	3495.91
TBC1D4	86208.1	83006.2	89087.8	72090.9	59488.9	72644.5	91844.3	80194	81584.6	107744	85104.8	106000
TBC1D5	10173.7	15117.8	13034.4	14040.1	14415.5	12586.7	13659.6	12644.9	11459.2	9931.93	11376.6	10489.2
TBC1D7	2825.98	1724.05	3269.44	1594.83	2653.26	2744.45	3993.87	3238.95	2841.83	4657.73	2833.2	4641.67
TBC1D8B	4423.3	5423.11	6783.21	5855.06	5037.58	4035.5	5911.11	4379.28	4402.28	5185.33	4936.14	4124.88
TBC1D9B	12317.9	12269.9	12070.7	17400.1	15925.5	12560.2	10938	10013.6	12742.9	20005.6	17918.2	15218.4
TBCA	247766	216555	252751	241889	219323	234309	265949	242187	296793	279942	297454	266262
TBCB	1.6266e+06	2.17625e+06	2.03872e+06	1.8231e+06	1.70241e+06	1.4923e+06	2.15787e+06	1.63462e+06	2.28401e+06	1.18048e+06	1.43191e+06	1.22544e+06
TBCC	25256.4	29996.1	31274.2	23593.4	30778.9	26059.9	23886.6	21804.9	29030.4	22199	26307	22350.7
TBCD	16961.7	17816.6	18040.7	16266.6	16021.4	16714.4	16968.6	16684.7	14483.7	15397.8	16097.7	14558.9
TBCE	59321.9	52763.8	57594.9	52315.4	46410.8	52387	57045.7	52583.8	49514.9	53553.9	55982	52368.2
TBCEL	2823.59	2816.57	1981.16	1401.94	3502.31	1705.13	4766.98	4590.22	6872.44	7012.45	5612.52	4559.37
TBCK	3055.85	2263.38	3191.4	2652.23	3144.8	2828.22	4347.28	3210.1		2541.41	4542.29	3104.54
TBK1	16342.1	16448.8	18838.3	19096.6	19384.2	18930.2	21993.5	18570.1	23106.9	21891.5	21210	22452.3
TBL1X	4399.31			4760.19		3738.99			2317.15	2534.2	3342.98	2129.89
TBL1XR1	67741	75780.6	59533.3	68580.7	78319	68663.4	54815.6	69547.4	45855.7	45713.2	50473.1	49086.9
TBL2	82280	77034.6	82913.8	90015.4	84193.6	91313.1	92474	94200.3	91366.5	88758.2	81813.3	94764.3
TBL3	62232.5	57683.6	69780	80604.5	68946.2	63295.3	62783.1	59788.3	92628.6	99760	87794.9	98727.1
TBPL1	19130	25698	18266.9	24056.1	26603.8	24615.8	18935.6	24078.9	12599.6	15195	18042.9	15623.8
TBRG1	8418.63	4122.7	6229.65	7942.56	9619.44	5968.87	8823.49	7291.83	11155.1	11302.7	9606.97	8134.9
TBRG4	29475.3	29124.6	33615.6	27058.6	26729.3	30391.3	34239.9	30006.2	34513.6	39083.5	40473.1	35312.8
TCAF1	8698.62	9826.3	7356.8	11281.3	13279.3	13295.8	10186.6	9929.68	9883.47	12374.3	12270	12177.3
TCEA1	55882	71910.3	51834.1	70856.1	80249.7	66268.4	43514.2	70217.5	51264.5	41655.4	49794.7	32445.4
TCEAL4	21035.4	20755.9	21743.7	20425.8	19537.1	19081.3	18257.6	20189	23291.8	25511.5	22497.9	19119.6
TCERG1	90434.6	82826.9	86560.1	88717.9	87377	87417.4	87187.6	90547.5	89120.2	79053.1	92972.1	92304.3
TCF20	22042.8	23012.1	26127.8	18113.7	18904.9	19035.6	23435.2	21711.8	25892.6	24606.3	26510.2	32799.4
TCF25	52152.6	48349.9	57611.1	63152.5	56471.5	44803.9	51053.3	52972.3	86150.1	81042.2	81270.8	85527.4
TCF3	15178.2	15444.8	13075.1	15359.5	15370.2	19605.9	19422.1	19383.8	15258	13497	12484.7	15467.3
TCF7L2	25648	26173.6	21440.1	28310.8	27075.8	27294.1	25980.2	29100.8	25004.8	27458.4	26928.5	25440.1
TCFL5	3540.03	3157.32	4179.75	1581.34	2632.84	2532.76	2349.2		2816.69	1940.32	2114.67	3929.42
TCHH	9544.38	15021.2	15190.8	13056.7	40620	9540.49	11883.8	12421.6	13574.7	10222.6	11990.5	8033.55
TCIRG1	7964.39	11025.1	9517.38	9952.16	3490.82	4970.12	12119.5	7583.36	4811.88	15908.5	12246.7	12837.4
TCOF1	183910	199799	200824	201420	195527	187105	188927	196008	206608	214475	210410	202880
TCP1	481106	545731	489406	524836	585868	480146	427512	518585	359450	302933	393329	320139
TCP11L1	7669.67	7680.53	8718.97	6722.59	5527.25	7074.35	8778.42	7517.98	9597.35	8218.39	9481.93	8801.75
TCTN3	3296.68	5242.91	5521.65	4408.88	3952.57	6847.63	4226.74	5028.86	5181.77	3178.59	3984.28	3005.51
TDP1	11856.1	13090.7	11702.9	8556.61	10051.4	12055.8	12214.5	11298.7	7225.27	9182.02	14223.9	6905.73
TDP2	12094.5	9958.83	2746.6	12092.4	13864.4	11331.9	4447.91	12404	4059.34	1401.29	4658.94	
TDRD3	12248.1	9926.53	9699.96	10842.6	10719.3	12299	12536	11988.1	10007.4	9777.27	11003.6	10796.2
TDRD7	45843.8	44920.5	40152.5	43992.9	38005.4	51921	38628.4	38716.6	42377.1	36504.3	36818.4	34270.3
TEAD1	33567.7	22656.7	27736.1	25088.7	23985.7	29510.3	31197.5	29103.4	26737.7	26989.9	24481.2	21916.7
TEAD4	8947.3	7636.97	8517.68	6573.61	8767.12	11575.8	5079.62	8600.86	744.971	4344.89	11752.2	5912.29
TECPR2	2552.87	3337.84	5419.55	2945.72	4657.17	5823.76	4694.98	3379.1	4410.57	2840.97	4296.5	5765.32
TECR	82322.3	111961	98521.4	121540	140030	96373.3	105403	94251.7	117083	116472	92376.4	80881.9
TEFM	11339.9	9392.56	8766.77	9644.2	7412.78	9967.62	11140.7	12268.5	8708.16	8027.73	10782.5	9253.59
TENT4B	14805.8	13802	12994.5	13533.2	12827.6	14052.1	14143.8	13420.9	14803.1	14426.5	15858.8	12653.3
TEPSIN	7912.07		12215.1	11830.9			13250		6874.77	6324.43	7132.84	9872.74
TERF1	8452.47	7732.67	8221.56	8591.94	12518.5	8867.95	9871.85	11113.5	11125.2	7672.25	7166.02	12900.5
TERF2	34218.5	33034.2	33742.8	30315.7	29555.7	38986.9	16328.5	30254.3	7396.97	38938.9	21427.3	6896.83
TERF2IP	60102.9	69030.9	59827.5	63073.5	60077.7	68065.5	68457.9	67217.9	57647.3	56175.9	63580.2	64440.1
TES	124501	133048	127981	116458	116081	122548	133919	137404	116696	123768	124852	122503
TEX10	14943.1	17861.4	19429.5	20224.3	18263.1	15613.4	14527.2	16696.6	17779.6	19320.7	20278.5	16869.1
TEX264	23717.9	26647.9	22933	19241	23033.3	18052.4	28380	25219.3	23345	23009.6	19260.3	23552.9
TEX30	14205.3	16032.4	14451.6	16007.7	14530.8	15489.9	10761.1	13595.8	8194.72	7880.89	7030.18	10218.9
TF	11353.8	15436.6	11799.6	6688.1	8364.36	10905	11590		6162.13	9331.72	3973.53	1893.01
TFAM	122204	121243	102881	101610	110910	115934	108224	118704	98885.3	94212.3	100996	84369.4
TFAP4	27627.5	29283	33285.1	37396.1	28420.4	28060.7	34881.8	26009.6	30922.8	41871.7	45148.3	50024.8
TFB1M	28610.1	30251.3	28713.6	29147.9	27472.8	24748.7	31148.1	27045.6	26098.5	30483.7	30287.8	28958.7
TFB2M	39900.6	39731.4	44664	34497.6	35329.5	42999.7	39370.1	42138.3	38309.7	42111.2	40251.1	39539.7
TFCP2	21822.3	20535.1	20341.5	19847	18434.3	23648.4	20557.4	21302.7	19946.9	17838.3	19084.8	19198.4
TFDP1	11528.2	11299.1	11858.5	14048.6	20928.5	17744.7	20302.1	18663.5	25099.7	21055.3	23158.4	20373.2
TFDP2	5966.76	2320.19	4176.52	6203.93	5722.97	5086.18	5628.86	5424.92	8325.44	7593.96	6708.93	5481.93
TFG	113411	141026	117074	134933	143686	147881	94148.8	114366	86353.7	87524.8	82971	70188.5
TFIP11	43986.8	44560.2	44989.5	40911.3	38578.6	46792.8	45727.1	42062.8	40948.2	38278.1	37407.8	38551.1
TFRC	851047	892512	879572	830542	816433	781607	837020	812816	719787	694428	744813	771521
TGDS	5615.96	7979.81	7444.23	7368.27	6636.57	7330.2	7419.58	7117.36	6984.44	4782.52	6265.15	6894.79
TGFB1	8695.27	10622.6	10778.5	6460.98		6680.65	7717.04	9546.76	10164.4		13069.2	10445.7
TGFB2	4761.54	4489.19	3803.16	3377.36	3023.97	5578.88	5140.01	6549.35	4779.33	3890.39	4008.83	5235.22
TGFBR1	2239.53	2624.01	2484.21	2456.88	1948.83	2488.52	2223.79	2661.59	2344.38		2381.37	2964.24
TGIF1	4758.64	5696.49	5323.89	6028.85	5356.41	4906.83	6412.93	7503.32	9007.53	7144.04	4266.43	8570.31
TGM2	20611.1	23012.5	20547.3	21318.2	20618.9	18320.6	18831	17662.4	15802.6	16709.5	17077	18871.1
TGOLN2	17665.4	18617.7	17792.6	20605.2	22492.9	17966.6	15920.7	21823	18994.5	17029	17694	17818.9
TGS1	7854.03	24961.8	21423.9	12972.1	33443.9		19868.9	33041.3	8686.97	17444.9	10925	8755.58
