GCF_000001635.27	GCF_018350175.1	short
GCF_000001635.27	GCF_000001405.40	short
GCF_000001635.27	GCF_016699485.2	medium
GCF_000001635.27	GCF_001522545.3	medium
GCF_000001635.27	GCF_020740795.1	medium
GCF_000001635.27	GCF_030867095.1	medium
GCF_000001635.27	GCF_013100865.1	medium
GCF_000001635.27	GCF_015237465.2	medium
GCF_000001635.27	GCF_025201925.1	medium
GCF_000001635.27	GCF_029931775.1	medium
GCF_000001635.27	GCF_963506605.1	medium
GCF_000001635.27	GCF_035594765.1	medium
GCF_000001635.27	GCF_905171765.1	medium
GCF_000001635.27	GCF_000004195.4	medium
GCF_000001635.27	GCF_027579735.1	medium
GCF_000001635.27	GCF_902459505.1	medium
GCF_000001635.27	GCF_901001135.1	medium
GCF_000001635.27	GCF_901765095.1	medium
GCF_000001635.27	GCF_900747795.2	medium
GCF_000001635.27	GCF_037176945.1	medium
GCF_000001635.27	GCF_019279795.1	medium
GCF_000001635.27	GCF_000002035.6	medium
GCF_000001635.27	GCF_958295425.1	medium
GCF_000001635.27	GCF_016859285.1	medium
GCF_000001635.27	GCF_021869965.1	medium
GCF_000001635.27	GCF_017639515.1	medium
GCF_000001635.27	GCF_010909765.2	medium
GCF_018350175.1	GCF_000001405.40	short
GCF_018350175.1	GCF_016699485.2	medium
GCF_018350175.1	GCF_001522545.3	medium
GCF_018350175.1	GCF_020740795.1	medium
GCF_018350175.1	GCF_030867095.1	medium
GCF_018350175.1	GCF_013100865.1	medium
GCF_018350175.1	GCF_015237465.2	medium
GCF_018350175.1	GCF_025201925.1	medium
GCF_018350175.1	GCF_029931775.1	medium
GCF_018350175.1	GCF_963506605.1	medium
GCF_018350175.1	GCF_035594765.1	medium
GCF_018350175.1	GCF_905171765.1	medium
GCF_018350175.1	GCF_000004195.4	medium
GCF_018350175.1	GCF_027579735.1	medium
GCF_018350175.1	GCF_902459505.1	medium
GCF_018350175.1	GCF_901001135.1	medium
GCF_018350175.1	GCF_901765095.1	medium
GCF_018350175.1	GCF_900747795.2	medium
GCF_018350175.1	GCF_037176945.1	medium
GCF_018350175.1	GCF_019279795.1	medium
GCF_018350175.1	GCF_000002035.6	medium
GCF_018350175.1	GCF_958295425.1	medium
GCF_018350175.1	GCF_016859285.1	medium
GCF_018350175.1	GCF_021869965.1	medium
GCF_018350175.1	GCF_017639515.1	medium
GCF_018350175.1	GCF_010909765.2	medium
GCF_000001405.40	GCF_016699485.2	medium
GCF_000001405.40	GCF_001522545.3	medium
GCF_000001405.40	GCF_020740795.1	medium
GCF_000001405.40	GCF_030867095.1	medium
GCF_000001405.40	GCF_013100865.1	medium
GCF_000001405.40	GCF_015237465.2	medium
GCF_000001405.40	GCF_025201925.1	medium
GCF_000001405.40	GCF_029931775.1	medium
GCF_000001405.40	GCF_963506605.1	medium
GCF_000001405.40	GCF_035594765.1	medium
GCF_000001405.40	GCF_905171765.1	medium
GCF_000001405.40	GCF_000004195.4	medium
GCF_000001405.40	GCF_027579735.1	medium
GCF_000001405.40	GCF_902459505.1	medium
GCF_000001405.40	GCF_901001135.1	medium
GCF_000001405.40	GCF_901765095.1	medium
GCF_000001405.40	GCF_900747795.2	medium
GCF_000001405.40	GCF_037176945.1	medium
GCF_000001405.40	GCF_019279795.1	medium
GCF_000001405.40	GCF_000002035.6	medium
GCF_000001405.40	GCF_958295425.1	medium
GCF_000001405.40	GCF_016859285.1	medium
GCF_000001405.40	GCF_021869965.1	medium
GCF_000001405.40	GCF_017639515.1	medium
GCF_000001405.40	GCF_010909765.2	medium
GCF_016699485.2	GCF_001522545.3	short
GCF_016699485.2	GCF_020740795.1	short
GCF_016699485.2	GCF_030867095.1	medium
GCF_016699485.2	GCF_013100865.1	medium
GCF_016699485.2	GCF_015237465.2	medium
GCF_016699485.2	GCF_025201925.1	medium
GCF_016699485.2	GCF_029931775.1	medium
GCF_016699485.2	GCF_963506605.1	medium
GCF_016699485.2	GCF_035594765.1	medium
GCF_016699485.2	GCF_905171765.1	medium
GCF_016699485.2	GCF_000004195.4	medium
GCF_016699485.2	GCF_027579735.1	medium
GCF_016699485.2	GCF_902459505.1	medium
GCF_016699485.2	GCF_901001135.1	medium
GCF_016699485.2	GCF_901765095.1	medium
GCF_016699485.2	GCF_900747795.2	medium
GCF_016699485.2	GCF_037176945.1	medium
GCF_016699485.2	GCF_019279795.1	medium
GCF_016699485.2	GCF_000002035.6	medium
GCF_016699485.2	GCF_958295425.1	medium
GCF_016699485.2	GCF_016859285.1	medium
GCF_016699485.2	GCF_021869965.1	medium
GCF_016699485.2	GCF_017639515.1	medium
GCF_016699485.2	GCF_010909765.2	medium
GCF_001522545.3	GCF_020740795.1	short
GCF_001522545.3	GCF_030867095.1	medium
GCF_001522545.3	GCF_013100865.1	medium
GCF_001522545.3	GCF_015237465.2	medium
GCF_001522545.3	GCF_025201925.1	medium
GCF_001522545.3	GCF_029931775.1	medium
GCF_001522545.3	GCF_963506605.1	medium
GCF_001522545.3	GCF_035594765.1	medium
GCF_001522545.3	GCF_905171765.1	medium
GCF_001522545.3	GCF_000004195.4	medium
GCF_001522545.3	GCF_027579735.1	medium
GCF_001522545.3	GCF_902459505.1	medium
GCF_001522545.3	GCF_901001135.1	medium
GCF_001522545.3	GCF_901765095.1	medium
GCF_001522545.3	GCF_900747795.2	medium
GCF_001522545.3	GCF_037176945.1	medium
GCF_001522545.3	GCF_019279795.1	medium
GCF_001522545.3	GCF_000002035.6	medium
GCF_001522545.3	GCF_958295425.1	medium
GCF_001522545.3	GCF_016859285.1	medium
GCF_001522545.3	GCF_021869965.1	medium
GCF_001522545.3	GCF_017639515.1	medium
GCF_001522545.3	GCF_010909765.2	medium
GCF_020740795.1	GCF_030867095.1	medium
GCF_020740795.1	GCF_013100865.1	medium
GCF_020740795.1	GCF_015237465.2	medium
GCF_020740795.1	GCF_025201925.1	medium
GCF_020740795.1	GCF_029931775.1	medium
GCF_020740795.1	GCF_963506605.1	medium
GCF_020740795.1	GCF_035594765.1	medium
GCF_020740795.1	GCF_905171765.1	medium
GCF_020740795.1	GCF_000004195.4	medium
GCF_020740795.1	GCF_027579735.1	medium
GCF_020740795.1	GCF_902459505.1	medium
GCF_020740795.1	GCF_901001135.1	medium
GCF_020740795.1	GCF_901765095.1	medium
GCF_020740795.1	GCF_900747795.2	medium
GCF_020740795.1	GCF_037176945.1	medium
GCF_020740795.1	GCF_019279795.1	medium
