Distance_(inches),Gray_Value
0.000000,27.0000
0.003333,27.7912
0.006667,29.9200
0.010000,33.7392
0.013333,37.7002
0.016667,38.8921
0.020000,35.0720
0.023333,28.9729
0.026667,23.5359
0.030000,20.0891
0.033333,19.2850
0.036667,20.4735
0.040000,22.5753
0.043333,24.6417
0.046667,25.5088
0.050000,24.8329
0.053333,24.1681
0.056667,25.8955
0.060000,30.3527
0.063333,36.1667
0.066667,40.9640
0.070000,40.3823
0.073333,37.0415
0.076667,33.9326
0.080000,32.2733
0.083333,32.4058
0.086667,33.7778
0.090000,36.2124
0.093333,36.7273
0.096667,35.9695
0.100000,34.3887
0.103333,32.6616
0.106667,30.3583
0.110000,29.0392
0.113333,30.6836
0.116667,33.2076
0.120000,33.5771
0.123333,30.1157
0.126667,25.4444
0.130000,23.4575
0.133333,25.0788
0.136667,29.6627
0.140000,34.3084
0.143333,36.1010
0.146667,35.3626
0.150000,34.6279
0.153333,34.7547
0.156667,36.6219
0.160000,38.4340
0.163333,38.6108
0.166667,37.6824
0.170000,37.2465
0.173333,36.6291
0.176667,34.3404
0.180000,29.6343
0.183333,23.4180
0.186667,18.6150
0.190000,16.8333
0.193333,16.5029
0.196667,16.0954
0.200000,15.5983
0.203333,16.0222
0.206667,18.9908
0.210000,23.2535
0.213333,26.4269
0.216667,25.4526
0.220000,21.9760
0.223333,18.6982
0.226667,15.7076
0.230000,14.2895
0.233333,15.4327
0.236667,17.8949
0.240000,19.4875
0.243333,20.2964
0.246667,18.8569
0.250000,16.4040
0.253333,14.3333
0.256667,14.0080
0.260000,15.2133
0.263333,16.7801
0.266667,16.7433
0.270000,14.7341
0.273333,12.4512
0.276667,10.5329
0.280000,8.1228
0.283333,5.6427
0.286667,4.2342
0.290000,3.3329
0.293333,3.0271
0.296667,3.4132
0.300000,4.5633
0.303333,5.8624
0.306667,6.6297
0.310000,7.1131
0.313333,7.7498
0.316667,8.3889
0.320000,9.4257
0.323333,11.2709
0.326667,13.4860
0.330000,15.4963
0.333333,16.8332
0.336667,18.1950
0.340000,20.1090
0.343333,22.3649
0.346667,22.6910
0.350000,21.1196
0.353333,18.1902
0.356667,16.5596
0.360000,15.7378
0.363333,16.2151
0.366667,16.0569
0.370000,16.1205
0.373333,15.0711
0.376667,14.0305
0.380000,12.6667
