Distance_(inches),Gray_Value
0.000000,46.3333
0.003333,48.6153
0.006667,52.7789
0.010000,58.8383
0.013333,61.0252
0.016667,59.6187
0.020000,57.0037
0.023333,53.7420
0.026667,48.3084
0.030000,43.3240
0.033333,40.9958
0.036667,41.0804
0.040000,41.5005
0.043333,40.5990
0.046667,39.5849
0.050000,39.0204
0.053333,38.4505
0.056667,37.1629
0.060000,34.3645
0.063333,30.7995
0.066667,29.0997
0.070000,30.8709
0.073333,35.0507
0.076667,41.5044
0.080000,48.0779
0.083333,50.7264
0.086667,51.0867
0.090000,51.9175
0.093333,54.5535
0.096667,56.0788
0.100000,55.5451
0.103333,54.0718
0.106667,51.5632
0.110000,47.9395
0.113333,44.2897
0.116667,41.6217
0.120000,39.6983
0.123333,38.9551
0.126667,38.6760
0.130000,36.8498
0.133333,36.0515
0.136667,36.8545
0.140000,37.0179
0.143333,37.3765
0.146667,39.2152
0.150000,43.5202
0.153333,47.4019
0.156667,49.1563
0.160000,47.5631
0.163333,44.7864
0.166667,41.4620
0.170000,37.8567
0.173333,35.3209
0.176667,34.7987
0.180000,36.0479
0.183333,38.3025
0.186667,39.5950
0.190000,39.9885
0.193333,41.3983
0.196667,42.4975
0.200000,41.9533
0.203333,38.6130
0.206667,34.6881
0.210000,32.5796
0.213333,31.6617
0.216667,30.1144
0.220000,28.3013
0.223333,28.0466
0.226667,30.1831
0.230000,32.5211
0.233333,34.7396
0.236667,37.4950
0.240000,41.3174
0.243333,46.9134
0.246667,54.2589
0.250000,60.0717
0.253333,62.0126
0.256667,61.5489
0.260000,60.9065
0.263333,59.6999
0.266667,58.2580
0.270000,58.4776
0.273333,60.1331
0.276667,60.4680
0.280000,58.5518
0.283333,54.8018
0.286667,51.0853
0.290000,48.2995
0.293333,45.7977
0.296667,42.8846
0.300000,40.5176
0.303333,40.3047
0.306667,40.9190
0.310000,41.9351
0.313333,42.4228
0.316667,41.8493
0.320000,40.1493
0.323333,39.4671
0.326667,40.9334
0.330000,42.3567
0.333333,43.6460
0.336667,47.3536
0.340000,51.7326
0.343333,53.0382
0.346667,51.9882
0.350000,50.8472
0.353333,48.5934
0.356667,45.6667
