Distance_(inches),Gray_Value
0.000000,33.3333
0.003333,32.9719
0.006667,31.3596
0.010000,28.8814
0.013333,25.9302
0.016667,24.1320
0.020000,22.5294
0.023333,23.0994
0.026667,23.9103
0.030000,25.7942
0.033333,24.8294
0.036667,22.8801
0.040000,21.7756
0.043333,23.4377
0.046667,26.2702
0.050000,28.1497
0.053333,29.3319
0.056667,31.3249
0.060000,35.6461
0.063333,40.5991
0.066667,45.8472
0.070000,50.7333
0.073333,54.4706
0.076667,58.0838
0.080000,60.6885
0.083333,62.7539
0.086667,62.4952
0.090000,57.4301
0.093333,50.4116
0.096667,43.5890
0.100000,39.4953
0.103333,40.1220
0.106667,44.8165
0.110000,48.4987
0.113333,47.4755
0.116667,44.9944
0.120000,42.8012
0.123333,42.1954
0.126667,41.3689
0.130000,41.9486
0.133333,42.9874
0.136667,42.8886
0.140000,43.3007
0.143333,42.7958
0.146667,41.8481
0.150000,40.2875
0.153333,37.7379
0.156667,34.2056
0.160000,30.1906
0.163333,27.6618
0.166667,27.5014
0.170000,28.7555
0.173333,29.0767
0.176667,27.9863
0.180000,28.7455
0.183333,32.2423
0.186667,34.4749
0.190000,32.4754
0.193333,29.1111
0.196667,26.7570
0.200000,25.9408
0.203333,26.3306
0.206667,24.9457
0.210000,22.8077
0.213333,20.6089
0.216667,19.4654
0.220000,19.3336
0.223333,21.1183
0.226667,24.9984
0.230000,30.4941
0.233333,34.0082
0.236667,34.9452
0.240000,34.9326
0.243333,32.5978
0.246667,30.2965
0.250000,27.8037
0.253333,24.2854
0.256667,21.9436
0.260000,23.2063
0.263333,24.6787
0.266667,23.9902
0.270000,21.9460
0.273333,20.0446
0.276667,19.2896
0.280000,18.6573
0.283333,17.3644
0.286667,17.5721
0.290000,17.5856
0.293333,16.8140
0.296667,15.9104
0.300000,15.1170
0.303333,15.1635
0.306667,15.5960
0.310000,16.2230
0.313333,15.9626
0.316667,14.1658
0.320000,12.5958
0.323333,11.6838
0.326667,10.8695
0.330000,9.7210
0.333333,8.1165
0.336667,6.7383
0.340000,7.0722
0.343333,8.0316
0.346667,11.3506
0.350000,15.2786
0.353333,17.8393
0.356667,17.3333
