Distance_(inches),Gray_Value
0.000000,33.6667
0.003333,41.6667
0.006667,41.3333
0.010000,36.4232
0.013333,31.9663
0.016667,31.1161
0.020000,31.1423
0.023333,27.7341
0.026667,22.7191
0.030000,20.2060
0.033333,21.4157
0.036667,24.1498
0.040000,27.1311
0.043333,32.2809
0.046667,38.3933
0.050000,42.3783
0.053333,46.8052
0.056667,48.7191
0.060000,42.8052
0.063333,34.7004
0.066667,28.8315
0.070000,25.6479
0.073333,22.6629
0.076667,17.6779
0.080000,14.1311
0.083333,12.8315
0.086667,11.8352
0.090000,11.2622
0.093333,11.4944
0.096667,11.0300
0.100000,10.6517
0.103333,10.0000
0.106667,10.5843
0.110000,12.7940
0.113333,13.4082
0.116667,13.1948
0.120000,12.5693
0.123333,12.6592
0.126667,14.0262
0.130000,17.5993
0.133333,19.7191
0.136667,20.3371
0.140000,20.6966
0.143333,20.0187
0.146667,20.5993
0.150000,22.7041
0.153333,24.3109
0.156667,26.4045
0.160000,26.5805
0.163333,24.2622
0.166667,20.0861
0.170000,14.6667
0.173333,11.3371
0.176667,9.3034
0.180000,7.7116
0.183333,7.6292
0.186667,8.8502
0.190000,8.4794
0.193333,7.4532
0.196667,6.5955
0.200000,6.0412
0.203333,6.6779
0.206667,8.1423
0.210000,8.1124
0.213333,8.2060
0.216667,9.4644
0.220000,8.7004
0.223333,6.6629
0.226667,3.6667
0.230000,2.0337
0.233333,1.7154
0.236667,2.0000
0.240000,2.8427
0.243333,4.9588
0.246667,6.5655
0.250000,6.1723
0.253333,5.9738
0.256667,6.3858
0.260000,5.9963
0.263333,5.1835
0.266667,3.6667
0.270000,3.1199
0.273333,2.6479
0.276667,0.9363
0.280000,0.0749
0.283333,0.0000
0.286667,0.0000
0.290000,0.0000
0.293333,0.0000
0.296667,0.0000
