Distance_(inches),Gray_Value
0.000000,31.0000
0.003333,32.6456
0.006667,32.0993
0.010000,31.8444
0.013333,32.8698
0.016667,34.7674
0.020000,36.8639
0.023333,39.3721
0.026667,43.9858
0.030000,50.9041
0.033333,57.0472
0.036667,62.2870
0.040000,66.2499
0.043333,69.2637
0.046667,71.7476
0.050000,73.2309
0.053333,69.5868
0.056667,63.9796
0.060000,56.9809
0.063333,52.2403
0.066667,48.8455
0.070000,46.5376
0.073333,44.5931
0.076667,42.7424
0.080000,40.8868
0.083333,39.3295
0.086667,39.2156
0.090000,39.3825
0.093333,36.2518
0.096667,30.8464
0.100000,26.3099
0.103333,25.1309
0.106667,25.9861
0.110000,27.9621
0.113333,28.1046
0.116667,27.4949
0.120000,26.7051
0.123333,25.2967
0.126667,24.7143
0.130000,25.4606
0.133333,27.2708
0.136667,28.8210
0.140000,29.2116
0.143333,29.0000
0.146667,28.8525
0.150000,28.8706
0.153333,29.0315
0.156667,29.4292
0.160000,30.1850
0.163333,31.1172
0.166667,33.6054
0.170000,38.7492
0.173333,45.7025
0.176667,49.7346
0.180000,53.5767
0.183333,56.5805
0.186667,57.6047
0.190000,56.2403
0.193333,53.9380
0.196667,51.5116
0.200000,48.1127
0.203333,46.3182
0.206667,46.4527
0.210000,45.3995
0.213333,42.6189
0.216667,40.0705
0.220000,39.9230
0.223333,42.2517
0.226667,45.4768
0.230000,47.5363
0.233333,47.3283
0.236667,48.0252
0.240000,49.0189
0.243333,47.8302
0.246667,44.2015
0.250000,39.8140
0.253333,36.0180
0.256667,34.3847
0.260000,34.7777
0.263333,36.6659
0.266667,40.1240
0.270000,43.4651
0.273333,46.0759
0.276667,48.6683
0.280000,53.0040
0.283333,57.5655
0.286667,62.0000
