Distance_(inches),Gray_Value
0.000000,22.0000
0.003333,24.6193
0.006667,25.7467
0.010000,26.0352
0.013333,26.2531
0.016667,26.3196
0.020000,26.7470
0.023333,26.7844
0.026667,24.9628
0.030000,22.6096
0.033333,19.9904
0.036667,17.5492
0.040000,15.7352
0.043333,13.9909
0.046667,12.8493
0.050000,13.4613
0.053333,14.9178
0.056667,16.3030
0.060000,15.3360
0.063333,14.0072
0.066667,13.6356
0.070000,14.7481
0.073333,16.3553
0.076667,17.6294
0.080000,19.7032
0.083333,21.7131
0.086667,22.4812
0.090000,21.0955
0.093333,19.2100
0.096667,17.2012
0.100000,15.6615
0.103333,14.6699
0.106667,14.5700
0.110000,15.5890
0.113333,16.0977
0.116667,16.8065
0.120000,18.7493
0.123333,19.8171
0.126667,18.9119
0.130000,17.9106
0.133333,17.7078
0.136667,18.0906
0.140000,18.9589
0.143333,19.5114
0.146667,20.5134
0.150000,21.9224
0.153333,23.4968
0.156667,25.2754
0.160000,26.0019
0.163333,26.1507
0.166667,26.7288
0.170000,27.1269
0.173333,28.1479
0.176667,30.0003
0.180000,31.5305
0.183333,32.1864
0.186667,32.1148
0.190000,30.3262
0.193333,26.5960
0.196667,23.7759
0.200000,24.1162
0.203333,27.3934
0.206667,30.9074
0.210000,31.9388
0.213333,30.5385
0.216667,29.0667
0.220000,29.8307
0.223333,33.4628
0.226667,37.2304
0.230000,39.2780
0.233333,39.3621
0.236667,36.7564
0.240000,32.8192
0.243333,29.5000
0.246667,27.3818
0.250000,26.1282
0.253333,25.6372
0.256667,25.6507
0.260000,25.6276
0.263333,26.0880
0.266667,25.5346
0.270000,23.8991
0.273333,23.7332
0.276667,25.5963
0.280000,28.2368
0.283333,29.3911
0.286667,28.7069
0.290000,27.1963
0.293333,24.8047
0.296667,22.3952
0.300000,20.9589
0.303333,20.1636
0.306667,19.3653
0.310000,18.2511
0.313333,17.4658
0.316667,17.2516
0.320000,17.6301
0.323333,18.2552
0.326667,19.8572
0.330000,23.4101
0.333333,29.3406
0.336667,34.9958
0.340000,38.2092
0.343333,38.6424
0.346667,38.1732
0.350000,36.5624
0.353333,32.8560
0.356667,27.2110
0.360000,22.1703
0.363333,20.7374
0.366667,21.6927
0.370000,23.3995
0.373333,24.9772
0.376667,25.7715
0.380000,24.1606
0.383333,21.4876
0.386667,19.6950
0.390000,20.5454
0.393333,22.3146
0.396667,22.5616
0.400000,21.1561
0.403333,20.2123
0.406667,19.7609
0.410000,20.0680
0.413333,21.5500
0.416667,23.5160
0.420000,24.7471
0.423333,25.1334
0.426667,26.8662
0.430000,29.1787
0.433333,29.2923
0.436667,27.8719
0.440000,26.2072
0.443333,23.9539
0.446667,21.1963
0.450000,19.6930
0.453333,19.8007
0.456667,20.6786
0.460000,21.9283
0.463333,24.0880
0.466667,25.9808
0.470000,26.7648
0.473333,26.6301
0.476667,27.1269
0.480000,27.1171
0.483333,26.3313
0.486667,25.3333
