Distance_(inches),Gray_Value
0.000000,29.0000
0.003333,30.6896
0.006667,27.8880
0.010000,24.0813
0.013333,20.7720
0.016667,17.4596
0.020000,14.7576
0.023333,13.2576
0.026667,11.6939
0.030000,10.2149
0.033333,9.1429
0.036667,8.0556
0.040000,6.6970
0.043333,5.8182
0.046667,5.4040
0.050000,5.5207
0.053333,6.2828
0.056667,7.7121
0.060000,9.8540
0.063333,13.1763
0.066667,15.7040
0.070000,16.2534
0.073333,16.0000
0.076667,15.1869
0.080000,14.7879
0.083333,15.7727
0.086667,18.3860
0.090000,21.3788
0.093333,23.5577
0.096667,25.9019
0.100000,28.1901
0.103333,28.8849
0.106667,28.4949
0.110000,27.8333
0.113333,25.9639
0.116667,23.6263
0.120000,22.5289
0.123333,23.3881
0.126667,25.3211
0.130000,26.0634
0.133333,24.8261
0.136667,23.2000
0.140000,22.6336
0.143333,23.0886
0.146667,25.4074
0.150000,29.6267
0.153333,33.6051
0.156667,36.3838
0.160000,39.4793
0.163333,42.0689
0.166667,41.5556
0.170000,38.4862
0.173333,35.5323
0.176667,33.6111
0.180000,31.6391
0.183333,29.6481
0.186667,27.5354
0.190000,24.6694
0.193333,21.7172
0.196667,19.5981
0.200000,19.3361
0.203333,21.7305
0.206667,25.3636
0.210000,28.7052
0.213333,30.6364
0.216667,30.4841
0.220000,30.3333
0.223333,29.5008
0.226667,27.4717
0.230000,25.0606
0.233333,23.6991
0.236667,22.8240
0.240000,21.5950
0.243333,20.9588
0.246667,20.4864
0.250000,19.3347
0.253333,19.2455
0.256667,19.2593
0.260000,19.0496
0.263333,18.2051
0.266667,17.0707
0.270000,16.7521
0.273333,17.8020
0.276667,18.5949
0.280000,19.1928
0.283333,20.5777
0.286667,21.9596
0.290000,23.4036
0.293333,26.2222
0.296667,30.9565
0.300000,34.2562
0.303333,33.0086
0.306667,29.8788
0.310000,27.6873
0.313333,26.8889
0.316667,27.4322
0.320000,28.5758
0.323333,28.1778
0.326667,26.0116
0.330000,23.0000
0.333333,19.5295
0.336667,16.3050
0.340000,14.0606
0.343333,12.8514
0.346667,12.2222
0.350000,11.9518
0.353333,12.4992
0.356667,13.6081
0.360000,14.6061
0.363333,16.0369
0.366667,17.6667
0.370000,18.5937
0.373333,19.3000
0.376667,19.5066
0.380000,19.6970
0.383333,19.8788
0.386667,21.2605
0.390000,24.1515
0.393333,27.5773
0.396667,30.6313
0.400000,31.8182
0.403333,31.4259
0.406667,29.6131
0.410000,25.9959
0.413333,21.9657
0.416667,20.4582
0.420000,21.3278
0.423333,23.4383
0.426667,26.1154
0.430000,29.1198
0.433333,31.5788
0.436667,32.7707
0.440000,29.3333
