Distance_(inches),Gray_Value
0.000000,38.3333
0.003333,36.6732
0.006667,39.4206
0.010000,40.7640
0.013333,40.8397
0.016667,40.0116
0.020000,39.3517
0.023333,42.1280
0.026667,40.6321
0.030000,40.7654
0.033333,39.4977
0.036667,45.6265
0.040000,47.3130
0.043333,43.5231
0.046667,46.5358
0.050000,45.1239
0.053333,45.1139
0.056667,43.3423
0.060000,43.9690
0.063333,45.5957
0.066667,43.8204
0.070000,42.9978
0.073333,39.6339
0.076667,41.5379
0.080000,43.1498
0.083333,46.6442
0.086667,42.2803
0.090000,43.4556
0.093333,43.9940
0.096667,42.1516
0.100000,43.4419
0.103333,44.4512
0.106667,40.8862
0.110000,41.6829
0.113333,41.1278
0.116667,41.1110
0.120000,42.4979
0.123333,43.9288
0.126667,43.8323
0.130000,43.3862
0.133333,41.0882
0.136667,42.6937
0.140000,44.5428
0.143333,46.3333
0.146667,44.7867
0.150000,42.7420
0.153333,43.2897
0.156667,41.9529
0.160000,41.8792
0.163333,43.0245
0.166667,43.0662
0.170000,41.4680
0.173333,40.9847
0.176667,41.7084
0.180000,38.9118
0.183333,43.1306
0.186667,43.3611
0.190000,43.1483
0.193333,41.7869
0.196667,39.5310
0.200000,36.6589
0.203333,38.0310
0.206667,36.3972
0.210000,35.7607
0.213333,38.0398
0.216667,35.2763
0.220000,33.5448
0.223333,39.3186
0.226667,36.3173
0.230000,35.1890
0.233333,35.5484
0.236667,37.8062
0.240000,35.6018
0.243333,34.2184
0.246667,35.4941
0.250000,36.3930
0.253333,37.6951
0.256667,33.9557
0.260000,34.5228
0.263333,33.1805
0.266667,36.9070
0.270000,37.3036
0.273333,39.6537
0.276667,44.3570
0.280000,39.6486
0.283333,38.3333
0.286667,38.3333
