Distance_(inches),Gray_Value
0.000000,56.3333
0.003333,59.0741
0.006667,63.2815
0.010000,65.5889
0.013333,65.5630
0.016667,63.4630
0.020000,65.5111
0.023333,65.6667
0.026667,63.3333
0.030000,61.0000
0.033333,56.8519
0.036667,61.2852
0.040000,65.6667
0.043333,65.8593
0.046667,65.6667
0.050000,69.0000
0.053333,67.1481
0.056667,68.4704
0.060000,67.0000
0.063333,70.9815
0.066667,69.6667
0.070000,70.9444
0.073333,66.1037
0.076667,73.9482
0.080000,73.2889
0.083333,71.6852
0.086667,69.6667
0.090000,71.3333
0.093333,66.9111
0.096667,69.6667
0.100000,74.0000
0.103333,69.6667
0.106667,71.5111
0.110000,66.1556
0.113333,62.7630
0.116667,63.3333
0.120000,61.9333
0.123333,59.2111
0.126667,57.1481
0.130000,62.0111
0.133333,54.3333
0.136667,57.3704
0.140000,56.5111
0.143333,53.1148
0.146667,59.0000
0.150000,56.6667
0.153333,50.3333
0.156667,53.2000
0.160000,49.4000
0.163333,50.3296
0.166667,51.8889
0.170000,51.0556
0.173333,55.1778
0.176667,53.3741
0.180000,49.1333
0.183333,52.0000
0.186667,53.3111
0.190000,52.1333
0.193333,50.9259
0.196667,54.8407
0.200000,49.6667
0.203333,53.3963
0.206667,52.2000
0.210000,53.6333
0.213333,54.9111
0.216667,52.0000
0.220000,51.0222
0.223333,58.3185
0.226667,54.3778
0.230000,58.3778
0.233333,59.0000
0.236667,53.8407
0.240000,54.3333
0.243333,51.0889
0.246667,53.6222
0.250000,45.7222
0.253333,55.6593
0.256667,58.6148
0.260000,52.0000
0.263333,50.3333
0.266667,53.6667
0.270000,56.1333
0.273333,51.8519
0.276667,52.1815
0.280000,54.1778
0.283333,50.6667
0.286667,50.2444
0.290000,44.1444
0.293333,51.9630
0.296667,46.3778
0.300000,50.3333
