Distance_(inches),Gray_Value
0.000000,46.3333
0.003333,49.0113
0.006667,50.5858
0.010000,52.4545
0.013333,52.7781
0.016667,55.7803
0.020000,60.2954
0.023333,65.4100
0.026667,72.2939
0.030000,77.9470
0.033333,80.1889
0.036667,80.3231
0.040000,81.4882
0.043333,83.1875
0.046667,81.3506
0.050000,78.3109
0.053333,76.6509
0.056667,75.0512
0.060000,74.0621
0.063333,72.6827
0.066667,71.9793
0.070000,72.9915
0.073333,74.9167
0.076667,76.5290
0.080000,77.7791
0.083333,77.0502
0.086667,76.9167
0.090000,79.9131
0.093333,82.1410
0.096667,81.3401
0.100000,79.5503
0.103333,76.3084
0.106667,71.0118
0.110000,66.4062
0.113333,64.3417
0.116667,62.0227
0.120000,58.4339
0.123333,55.8453
0.126667,54.2530
0.130000,54.2292
0.133333,57.3333
0.136667,61.8532
0.140000,64.0463
0.143333,62.0644
0.146667,57.8343
0.150000,52.8630
0.153333,44.7372
0.156667,34.0595
0.160000,24.9507
0.163333,19.7657
0.166667,17.9778
0.170000,17.6855
0.173333,17.6667
0.176667,17.7051
0.180000,16.3876
0.183333,13.2597
0.186667,10.2821
0.190000,8.0043
0.193333,6.4665
0.196667,5.7607
0.200000,5.2673
0.203333,4.6175
0.206667,4.1746
0.210000,4.6572
0.213333,5.0513
0.216667,4.3958
0.220000,3.4719
0.223333,2.6442
0.226667,1.5740
0.230000,0.4593
0.233333,0.0000
0.236667,0.0000
0.240000,0.0000
0.243333,0.0000
0.246667,0.0000
0.250000,0.0000
0.253333,0.1381
0.256667,0.8194
0.260000,1.5833
0.263333,1.3561
0.266667,0.8797
0.270000,0.5803
0.273333,0.3077
0.276667,0.3458
0.280000,0.1864
0.283333,0.0000
0.286667,0.0000
0.290000,0.0000
0.293333,0.0000
0.296667,0.0000
0.300000,0.0000
0.303333,0.0000
0.306667,0.0000
0.310000,0.0000
0.313333,0.0000
0.316667,0.0000
0.320000,0.0000
0.323333,0.0000
0.326667,0.0000
0.330000,0.0000
0.333333,0.0000
0.336667,0.0000
0.340000,0.0000
0.343333,0.0000
0.346667,0.0000
