Distance_(inches),Gray_Value
0.000000,27.0000
0.003333,34.7141
0.006667,40.3214
0.010000,42.4529
0.013333,42.5277
0.016667,42.1047
0.020000,39.3946
0.023333,39.6225
0.026667,42.3454
0.030000,41.7109
0.033333,40.2234
0.036667,38.2525
0.040000,31.8944
0.043333,25.5492
0.046667,21.7240
0.050000,20.1751
0.053333,21.1440
0.056667,25.0448
0.060000,29.1873
0.063333,28.9887
0.066667,27.8468
0.070000,28.6828
0.073333,29.7087
0.076667,28.5758
0.080000,26.4027
0.083333,23.5478
0.086667,19.1356
0.090000,15.5501
0.093333,13.9400
0.096667,13.3458
0.100000,12.4496
0.103333,10.9894
0.106667,10.3597
0.110000,11.9036
0.113333,15.1502
0.116667,17.3527
0.120000,15.8190
0.123333,11.8450
0.126667,7.9066
0.130000,5.6385
0.133333,4.6820
0.136667,3.8176
0.140000,2.8424
0.143333,2.3333
0.146667,2.0930
0.150000,1.2463
0.153333,0.2944
0.156667,0.0000
0.160000,0.0000
0.163333,0.0000
0.166667,0.0000
0.170000,0.0000
0.173333,0.0000
0.176667,0.0000
0.180000,0.0000
0.183333,0.0000
0.186667,0.0000
0.190000,0.0000
0.193333,0.0000
0.196667,0.0000
0.200000,0.0000
0.203333,0.0000
0.206667,0.0000
0.210000,0.0000
0.213333,0.0754
0.216667,0.7431
0.220000,2.2908
0.223333,3.2944
0.226667,2.9587
0.230000,1.0511
0.233333,0.0000
0.236667,0.0865
0.240000,0.6697
0.243333,2.0477
0.246667,3.1599
0.250000,3.8682
0.253333,2.4215
0.256667,1.2232
0.260000,0.0000
0.263333,0.0000
0.266667,0.0000
0.270000,0.0000
0.273333,0.0454
0.276667,0.8795
0.280000,0.3256
0.283333,0.0000
0.286667,0.0000
