Distance_(inches),Gray_Value
0.000000,26.6667
0.003333,28.9238
0.006667,31.5941
0.010000,33.3168
0.013333,34.3545
0.016667,35.4541
0.020000,35.5455
0.023333,36.4949
0.026667,38.3563
0.030000,39.8264
0.033333,40.0606
0.036667,40.4444
0.040000,39.9697
0.043333,39.8384
0.046667,41.7071
0.050000,44.1598
0.053333,44.7943
0.056667,43.8655
0.060000,41.3444
0.063333,38.4770
0.066667,35.5041
0.070000,36.4091
0.073333,40.5556
0.076667,45.0106
0.080000,47.3526
0.083333,46.7764
0.086667,48.0266
0.090000,52.0523
0.093333,55.8264
0.096667,58.9738
0.100000,60.7383
0.103333,61.8067
0.106667,64.1864
0.110000,66.6667
0.113333,63.9036
0.116667,56.9215
0.120000,51.0303
0.123333,46.1818
0.126667,41.8650
0.130000,38.0923
0.133333,34.8007
0.136667,32.2475
0.140000,31.1267
0.143333,30.7741
0.146667,32.6667
0.150000,37.8857
0.153333,43.9495
0.156667,43.9646
0.160000,40.5096
0.163333,36.4082
0.166667,30.8650
0.170000,25.0303
0.173333,21.1304
0.176667,20.5354
0.180000,21.8430
0.183333,23.0556
0.186667,23.1754
0.190000,22.1832
0.193333,19.9798
0.196667,16.8990
0.200000,14.1956
0.203333,12.0983
0.206667,10.7961
0.210000,9.2011
0.213333,7.7980
0.216667,7.2309
0.220000,6.3333
0.223333,4.3021
0.226667,2.3076
0.230000,1.4091
0.233333,0.8007
0.236667,1.4316
0.240000,2.2700
0.243333,2.6795
0.246667,1.9972
0.250000,0.8251
0.253333,0.1653
0.256667,0.0000
0.260000,0.0000
0.263333,0.0000
0.266667,0.0000
0.270000,0.0000
0.273333,0.0000
0.276667,0.0000
0.280000,0.0000
0.283333,0.0000
0.286667,0.0000
0.290000,0.0000
0.293333,0.0000
0.296667,0.0000
0.300000,0.0000
0.303333,0.0000
0.306667,0.0000
0.310000,0.0000
0.313333,0.0000
0.316667,0.0000
0.320000,0.0000
0.323333,0.0000
0.326667,0.0000
0.330000,0.1667
0.333333,0.7603
0.336667,1.0854
0.340000,0.4298
0.343333,0.0000
0.346667,0.0000
0.350000,0.0000
0.353333,0.0000
0.356667,0.0000
0.360000,0.0000
0.363333,0.0000
0.366667,0.0000
0.370000,0.0000
0.373333,0.0000
0.376667,0.0000
0.380000,0.0000
0.383333,0.0000
0.386667,0.0000
0.390000,0.0000
0.393333,0.0000
0.396667,0.0000
0.400000,0.0000
0.403333,0.0000
0.406667,0.0000
0.410000,0.0000
0.413333,0.0000
0.416667,0.0000
0.420000,0.0000
0.423333,0.0000
0.426667,0.0129
0.430000,0.0000
0.433333,0.0000
0.436667,0.0000
0.440000,0.0000
