Distance_(inches),Gray_Value
0.000000,30.3333
0.003333,36.9502
0.006667,43.1741
0.010000,47.6567
0.013333,47.2289
0.016667,44.6517
0.020000,41.7313
0.023333,38.7910
0.026667,36.3483
0.030000,35.2637
0.033333,35.0846
0.036667,36.1692
0.040000,38.8806
0.043333,43.2040
0.046667,47.1940
0.050000,50.4428
0.053333,55.1891
0.056667,56.8209
0.060000,54.5920
0.063333,54.7711
0.066667,57.7413
0.070000,61.5771
0.073333,63.5871
0.076667,59.4080
0.080000,52.1642
0.083333,45.3781
0.086667,38.6119
0.090000,33.1294
0.093333,28.1095
0.096667,23.4229
0.100000,21.7363
0.103333,20.5124
0.106667,20.5075
0.110000,20.3333
0.113333,18.8408
0.116667,18.0597
0.120000,18.1244
0.123333,19.1741
0.126667,17.8905
0.130000,14.1343
0.133333,10.5224
0.136667,8.5771
0.140000,5.4229
0.143333,2.9502
0.146667,2.5423
0.150000,2.8955
0.153333,5.0398
0.156667,7.5373
0.160000,8.0050
0.163333,6.2189
0.166667,4.9104
0.170000,5.0149
0.173333,5.5174
0.176667,6.8607
0.180000,7.4080
0.183333,6.0945
0.186667,4.8358
0.190000,3.2836
0.193333,2.8657
0.196667,3.2139
0.200000,4.4925
0.203333,3.1841
0.206667,2.2090
0.210000,1.5871
0.213333,1.2736
0.216667,0.3234
0.220000,0.6567
0.223333,0.6667
