Distance_(inches),Gray_Value
0.000000,21.0000
0.003333,25.6239
0.006667,30.9658
0.010000,37.3077
0.013333,41.3333
0.016667,43.5897
0.020000,45.8974
0.023333,44.9316
0.026667,43.8889
0.030000,47.9744
0.033333,55.7949
0.036667,61.8291
0.040000,63.9487
0.043333,64.4444
0.046667,64.9829
0.050000,65.7692
0.053333,65.4701
0.056667,62.5043
0.060000,57.6667
0.063333,53.4017
0.066667,51.0940
0.070000,51.1026
0.073333,49.2222
0.076667,42.7607
0.080000,40.1282
0.083333,44.4017
0.086667,50.3333
0.090000,56.1795
0.093333,60.5299
0.096667,60.9145
0.100000,56.3077
0.103333,49.4701
0.106667,45.0598
0.110000,46.6667
0.113333,53.5812
0.116667,59.5983
0.120000,57.6923
0.123333,49.7521
0.126667,43.3846
0.130000,39.6667
0.133333,35.7265
0.136667,32.1538
0.140000,26.2308
0.143333,19.9402
0.146667,14.5897
0.150000,9.8718
0.153333,5.7863
0.156667,3.5983
0.160000,2.7692
0.163333,2.1624
0.166667,1.8120
0.170000,1.1282
0.173333,1.3333
0.176667,2.3590
0.180000,3.6410
0.183333,3.4103
0.186667,1.6239
0.190000,0.0000
0.193333,0.0000
0.196667,0.0000
0.200000,0.0000
0.203333,0.0000
0.206667,0.0000
0.210000,0.0000
0.213333,0.3333
0.216667,1.3333
0.220000,1.7692
0.223333,1.3333
0.226667,0.2479
0.230000,0.2564
0.233333,0.5299
0.236667,2.2137
0.240000,3.5641
0.243333,3.2051
0.246667,1.9658
0.250000,0.6410
0.253333,0.0000
0.256667,0.0000
0.260000,0.0000
