Distance_(inches),Gray_Value
0.000000,20.3333
0.003333,26.2844
0.006667,32.8833
0.010000,38.6781
0.013333,42.8333
0.016667,47.9583
0.020000,55.2542
0.023333,62.8260
0.026667,65.3000
0.030000,67.4531
0.033333,71.3958
0.036667,72.8375
0.040000,71.2667
0.043333,68.0844
0.046667,65.6667
0.050000,66.4948
0.053333,67.0667
0.056667,62.0302
0.060000,54.3917
0.063333,47.0854
0.066667,41.2500
0.070000,37.8635
0.073333,37.1167
0.076667,37.4427
0.080000,37.0333
0.083333,38.1719
0.086667,40.6292
0.090000,40.2698
0.093333,35.9500
0.096667,28.4323
0.100000,21.5833
0.103333,17.8750
0.106667,19.2000
0.110000,24.7219
0.113333,29.3250
0.116667,30.2135
0.120000,26.3167
0.123333,20.6021
0.126667,15.4833
0.130000,11.6448
0.133333,9.0000
0.136667,7.4594
0.140000,6.5500
0.143333,6.8740
0.146667,7.9000
0.150000,8.6458
0.153333,8.3292
0.156667,6.6406
0.160000,4.1333
0.163333,1.7521
0.166667,1.0625
0.170000,1.2219
0.173333,2.3833
0.176667,3.0010
0.180000,2.8292
0.183333,2.0365
0.186667,1.4000
0.190000,0.2667
0.193333,0.0292
0.196667,0.0000
0.200000,0.0000
0.203333,0.0000
0.206667,0.5625
0.210000,2.4646
0.213333,4.8667
0.216667,5.0417
0.220000,3.6250
0.223333,1.8521
0.226667,0.3667
0.230000,0.0000
0.233333,0.0000
0.236667,0.0000
0.240000,0.0000
0.243333,0.0000
0.246667,0.0000
0.250000,0.0000
0.253333,0.0000
0.256667,0.0469
0.260000,0.9708
0.263333,3.2354
0.266667,5.6667
