Distance_(inches),Gray_Value
0.000000,54.6667
0.003333,53.6208
0.006667,53.2826
0.010000,54.6301
0.013333,57.4633
0.016667,54.7212
0.020000,56.6108
0.023333,54.7750
0.026667,53.1819
0.030000,52.1093
0.033333,52.6841
0.036667,54.8302
0.040000,54.7547
0.043333,53.8328
0.046667,56.3599
0.050000,53.3866
0.053333,55.2438
0.056667,55.7707
0.060000,56.6469
0.063333,55.4535
0.066667,54.3440
0.070000,54.6875
0.073333,59.7828
0.076667,54.0198
0.080000,55.2136
0.083333,54.6890
0.086667,53.3456
0.090000,50.6643
0.093333,49.9501
0.096667,50.5000
0.100000,51.0484
0.103333,50.3358
0.106667,52.8629
0.110000,51.8574
0.113333,50.0963
0.116667,51.1935
0.120000,50.8383
0.123333,49.9102
0.126667,47.8763
0.130000,49.9277
0.133333,46.4047
0.136667,46.5539
0.140000,47.3936
0.143333,45.5501
0.146667,49.3448
0.150000,46.0862
0.153333,47.5172
0.156667,45.8592
0.160000,48.7206
0.163333,49.5078
0.166667,44.8922
0.170000,45.8153
0.173333,47.5176
0.176667,45.3678
0.180000,47.4253
0.183333,49.4331
0.186667,45.4023
0.190000,44.4362
0.193333,43.3333
